GeneID	GeneName	seed	spikelet	stem
SORBI_3004G349175	SORBI_3004G349175	21	17	32
SORBI_3004G349300	SORBI_3004G349300	0.5	1	2
SORBI_3004G349400	SORBI_3004G349400	5	9	17
SORBI_3004G349450	SORBI_3004G349450		0.7	
SORBI_3004G349550	SORBI_3004G349550	3		
SORBI_3004G349600	SORBI_3004G349600	1	38	
SORBI_3004G349700	SORBI_3004G349700	80	133	202
SORBI_3004G349800	SORBI_3004G349800	174	91	134
SORBI_3004G349900	SORBI_3004G349900	50	86	88
SORBI_3004G350000	SORBI_3004G350000	15	41	92
SORBI_3004G350100	SORBI_3004G350100	35	63	87
SORBI_3004G350200	SORBI_3004G350200	108	93	118
SORBI_3004G350300	SORBI_3004G350300	20	44	19
SORBI_3004G350400	SORBI_3004G350400		479	
SORBI_3004G350500	SORBI_3004G350500		8	
SORBI_3004G350600	SORBI_3004G350600	4	10	7
SORBI_3004G350700	SORBI_3004G350700	39	49	48
SORBI_3004G350800	SORBI_3004G350800	2	4	4
SORBI_3004G350900	SORBI_3004G350900	1	2	1
SORBI_3004G351000	SORBI_3004G351000	0.9		
SORBI_3004G351100	SORBI_3004G351100	66	117	146
SORBI_3004G351200	SORBI_3004G351200		2	1
SORBI_3004G351300	SORBI_3004G351300	14	23	17
SORBI_3004G351400	SORBI_3004G351400	9	44	13
SORBI_3004G351500	SORBI_3004G351500	130	333	330
SORBI_3004G351600	SORBI_3004G351600	5	7	10
SORBI_3004G351700	SORBI_3004G351700	0.5	5	1
SORBI_3004G351800	SORBI_3004G351800	6	5	10
SORBI_3004G351932	SORBI_3004G351932		0.9	
SORBI_3004G352100	SORBI_3004G352100	20	46	42
SORBI_3004G352200	SORBI_3004G352200	25	42	52
SORBI_3004G352301	SORBI_3004G352301	2		
SORBI_3004G352500	SORBI_3004G352500	31	97	51
SORBI_3004G352600	SORBI_3004G352600	10	12	15
SORBI_3004G352700	SORBI_3004G352700	7	14	12
SORBI_3004G352800	SORBI_3004G352800	2	9	5
SORBI_3004G352900	SORBI_3004G352900	11	18	19
SORBI_3004G353000	SORBI_3004G353000	134	114	159
SORBI_3004G353100	SORBI_3004G353100	19	103	63
SORBI_3004G353200	SORBI_3004G353200	60	73	122
SORBI_3004G353300	SORBI_3004G353300	9	17	19
SORBI_3004G353400	SORBI_3004G353400	44	57	89
SORBI_3004G353500	SORBI_3004G353500	83	83	58
SORBI_3004G353600	SORBI_3004G353600	17	21	31
SORBI_3004G353650	SORBI_3004G353650		1	
SORBI_3004G353800	SORBI_3004G353800	37	31	46
SORBI_3004G353900	SORBI_3004G353900	6	8	10
SORBI_3004G354000	SORBI_3004G354000	2	3	5
SORBI_3004G354100	SORBI_3004G354100	24	48	35
SORBI_3004G354200	SORBI_3004G354200		1	3
SORBI_3004G354301	SORBI_3004G354301	6	7	6
SORBI_3004G354400	SORBI_3004G354400	21	27	22
SORBI_3004G354500	SORBI_3004G354500	878	0.5	0.8
SORBI_3004G354600	SORBI_3004G354600	26	6	0.5
SORBI_3004G354700	SORBI_3004G354700	2	7	16
SORBI_3004G354800	SORBI_3004G354800		2	3
SORBI_3004G355000	SORBI_3004G355000	13	24	35
SORBI_3004G355200	SORBI_3004G355200	32	32	64
SORBI_3004G355300	SORBI_3004G355300	5	10	12
SORBI_3004G355401	SORBI_3004G355401	0.8		2
SORBI_3004G355500	SORBI_3004G355500	4	12	15
SORBI_3004G355700	SORBI_3004G355700	25	31	39
SORBI_3004G355750	SORBI_3004G355750		0.6	
SORBI_3004G355800	SORBI_3004G355800	10	15	18
SORBI_3004G355900	SORBI_3004G355900		42	
SORBI_3004G356000	SORBI_3004G356000	5	6	7
SORBI_3004G356100	SORBI_3004G356100	18	19	22
SORBI_3004G356200	SORBI_3004G356200	13	16	22
SORBI_3004G356300	SORBI_3004G356300	5	5	6
SORBI_3004G356400	SORBI_3004G356400	3	5	4
SORBI_3004G356500	SORBI_3004G356500	27	70	87
SORBI_3004G356600	SORBI_3004G356600	0.6	1	1
SORBI_3004G356700	SORBI_3004G356700	100	113	129
SORBI_3004G356800	SORBI_3004G356800	7	7	16
SORBI_3004G356900	SORBI_3004G356900	146	190	239
SORBI_3004G357000	SORBI_3004G357000	2	4	8
SORBI_3004G357033	SORBI_3004G357033	0.6	1	3
SORBI_3004G357066	SORBI_3004G357066	0.6	2	2
SORBI_3004G357100	SORBI_3004G357100	12	15	20
SORBI_3004G357200	SORBI_3004G357200	14	28	47
SORBI_3004G357300	SORBI_3004G357300	10	13	16
SORBI_3004G357400	SORBI_3004G357400	10	16	19
SORBI_3004G357500	SORBI_3004G357500	1	2	3
SORBI_3004G357600	SORBI_3004G357600	1		2
SORBI_3004G357700	SORBI_3004G357700	27	32	46
SORBI_3004G357800	SORBI_3004G357800	5	13	9
SORBI_3004G357900	SORBI_3004G357900	1	2	2
SORBI_3004G358000	SORBI_3004G358000	1	23	3
SORBI_3004G358150	SORBI_3004G358150		2	9
SORBI_3004G358200	SORBI_3004G358200	0.7	3	12
SORBI_3004G358301	SORBI_3004G358301	5	6	12
SORBI_3004G358400	SORBI_3004G358400	54	72	94
SORBI_3004G358500	SORBI_3004G358500	20	27	27
SORBI_3004G358600	SORBI_3004G358600	9	18	20
SORBI_3004G358700	SORBI_3004G358700	2	8	5
SORBI_3004G358900	SORBI_3004G358900	18	21	28
SORBI_3004G359100	SORBI_3004G359100	28	30	37
SORBI_3004G359200	SORBI_3004G359200	3	5	9
SORBI_3004G359300	SORBI_3004G359300		3	2
SORBI_3004G359500	SORBI_3004G359500	1	3	5
SORBI_3004G359600	SORBI_3004G359600	14	40	24
SORBI_3004G359700	SORBI_3004G359700	15	21	34
SORBI_3004G359800	SORBI_3004G359800	2	6	14
SORBI_3004G359900	SORBI_3004G359900	0.8	236	
SORBI_3005G000100	SORBI_3005G000100	8	23	34
SORBI_3005G000200	SORBI_3005G000200		68	
SORBI_3005G000300	SORBI_3005G000300	4	3	5
SORBI_3005G000500	SORBI_3005G000500	2	6	14
SORBI_3005G000650	SORBI_3005G000650		1	1
SORBI_3005G000800	SORBI_3005G000800	52	80	78
SORBI_3005G000900	SORBI_3005G000900		3	
SORBI_3005G001000	SORBI_3005G001000	23	25	39
SORBI_3005G001100	SORBI_3005G001100	12	23	47
SORBI_3005G001200	SORBI_3005G001200		12	
SORBI_3005G001300	SORBI_3005G001300	3	8	14
SORBI_3005G001400	SORBI_3005G001400	15	10	12
SORBI_3005G001500	SORBI_3005G001500	60		
SORBI_3005G001600	SORBI_3005G001600	6	11	10
SORBI_3005G001700	SORBI_3005G001700	4	3	4
SORBI_3005G001800	SORBI_3005G001800	13	20	26
SORBI_3005G001900	SORBI_3005G001900	32	34	79
SORBI_3005G002000	SORBI_3005G002000	4	4	12
SORBI_3005G002100	SORBI_3005G002100		7	
SORBI_3005G002300	SORBI_3005G002300	0.9	2	3
SORBI_3005G002400	SORBI_3005G002400	6	12	40
SORBI_3005G002500	SORBI_3005G002500		3	4
SORBI_3005G002600	SORBI_3005G002600	3	32	42
SORBI_3005G002800	SORBI_3005G002800	4	55	10
SORBI_3005G002900	SORBI_3005G002900	21	29	43
SORBI_3005G003100	SORBI_3005G003100	4		
SORBI_3005G003200	SORBI_3005G003200	3	20	5
SORBI_3005G003300	SORBI_3005G003300	79	112	172
SORBI_3005G003400	SORBI_3005G003400	60	101	74
SORBI_3005G003500	SORBI_3005G003500	99	290	191
SORBI_3005G003600	SORBI_3005G003600	4	22	5
SORBI_3005G003700	SORBI_3005G003700		33	
SORBI_3005G003750	SORBI_3005G003750	3		
SORBI_3005G003800	SORBI_3005G003800	15	17	24
SORBI_3005G003900	SORBI_3005G003900	11	10	28
SORBI_3005G004000	SORBI_3005G004000	1		6
SORBI_3005G004100	SORBI_3005G004100	11	23	22
SORBI_3005G004200	SORBI_3005G004200	19	29	46
SORBI_3005G004300	SORBI_3005G004300	4	24	34
SORBI_3005G004400	SORBI_3005G004400	52	58	76
SORBI_3005G004500	SORBI_3005G004500	71	97	102
SORBI_3005G004700	SORBI_3005G004700			3
SORBI_3005G004800	SORBI_3005G004800	0.8	2	14
SORBI_3005G004900	SORBI_3005G004900	3	6	19
SORBI_3005G005000	SORBI_3005G005000	0.7	1	1
SORBI_3005G005100	SORBI_3005G005100		4	
SORBI_3005G005200	SORBI_3005G005200		0.6	
SORBI_3005G005300	SORBI_3005G005300	1	2	2
SORBI_3005G005400	SORBI_3005G005400	6	10	15
SORBI_3005G005500	SORBI_3005G005500	210	340	266
SORBI_3005G005600	SORBI_3005G005600	3	11	8
SORBI_3005G005700	SORBI_3005G005700	0.6	2	4
SORBI_3005G005800	SORBI_3005G005800		3	0.9
SORBI_3005G006100	SORBI_3005G006100		168	
SORBI_3005G006300	SORBI_3005G006300		11	
SORBI_3005G006400	SORBI_3005G006400		155	
SORBI_3005G006500	SORBI_3005G006500		3	
SORBI_3005G006900	SORBI_3005G006900		4	
SORBI_3005G007200	SORBI_3005G007200		57	
SORBI_3005G007500	SORBI_3005G007500		0.8	
SORBI_3005G007700	SORBI_3005G007700	7	10	9
SORBI_3005G007800	SORBI_3005G007800	18	42	29
SORBI_3005G007900	SORBI_3005G007900	7	26	10
SORBI_3005G008001	SORBI_3005G008001			0.9
SORBI_3005G008201	SORBI_3005G008201			0.6
SORBI_3005G008301	SORBI_3005G008301			0.7
SORBI_3005G008400	SORBI_3005G008400	1	1	2
SORBI_3005G008500	SORBI_3005G008500	5	6	9
SORBI_3005G008600	SORBI_3005G008600	15	23	24
SORBI_3005G008800	SORBI_3005G008800	32	27	42
SORBI_3005G008850	SORBI_3005G008850		1	
SORBI_3005G009100	SORBI_3005G009100	9	22	17
SORBI_3005G009200	SORBI_3005G009200	42	39	67
SORBI_3005G009300	SORBI_3005G009300	3	4	7
SORBI_3005G009400	SORBI_3005G009400			2
SORBI_3005G009500	SORBI_3005G009500		608	
SORBI_3005G009600	SORBI_3005G009600		1	
SORBI_3005G009700	SORBI_3005G009700		185	
SORBI_3005G010000	SORBI_3005G010000		183	
SORBI_3005G010100	SORBI_3005G010100		0.8	3
SORBI_3005G010200	SORBI_3005G010200	61	89	95
SORBI_3005G010300	SORBI_3005G010300		1	14
SORBI_3005G010500	SORBI_3005G010500	6	7	8
SORBI_3005G010900	SORBI_3005G010900	18	22	32
SORBI_3005G011000	SORBI_3005G011000	1	1	2
SORBI_3005G011200	SORBI_3005G011200			0.5
SORBI_3005G011300	SORBI_3005G011300	9	2	7
SORBI_3005G011400	SORBI_3005G011400	7	11	13
SORBI_3005G011500	SORBI_3005G011500	3	7	7
SORBI_3005G012000	SORBI_3005G012000	6	22	13
SORBI_3005G012200	SORBI_3005G012200	3	10	20
SORBI_3005G012400	SORBI_3005G012400	45	22	32
SORBI_3005G012700	SORBI_3005G012700	0.6	1	2
SORBI_3005G012800	SORBI_3005G012800		0.6	1
SORBI_3005G012900	SORBI_3005G012900	0.9	2	2
SORBI_3005G013000	SORBI_3005G013000	7	10	12
SORBI_3005G013200	SORBI_3005G013200	14	20	25
SORBI_3005G013300	SORBI_3005G013300	97	85	94
SORBI_3005G013600	SORBI_3005G013600	1	5	2
SORBI_3005G013700	SORBI_3005G013700		0.7	
SORBI_3005G014300	SORBI_3005G014300	13	10	21
SORBI_3005G014400	SORBI_3005G014400	3	4	2
SORBI_3005G014500	SORBI_3005G014500		64	
SORBI_3005G014600	SORBI_3005G014600	5	7	6
SORBI_3005G014700	SORBI_3005G014700	19	35	53
SORBI_3005G014800	SORBI_3005G014800	1	2	0.8
SORBI_3005G014950	SORBI_3005G014950	7	7	11
SORBI_3005G015100	SORBI_3005G015100	8	10	17
SORBI_3005G015200	SORBI_3005G015200	2	21	10
SORBI_3005G015300	SORBI_3005G015300	4	4	6
SORBI_3005G015450	SORBI_3005G015450	10	12	19
SORBI_3005G015600	SORBI_3005G015600	10	12	13
SORBI_3005G015700	SORBI_3005G015700	7	7	7
SORBI_3005G015900	SORBI_3005G015900	10	8	13
SORBI_3005G016100	SORBI_3005G016100	8	8	10
SORBI_3005G016200	SORBI_3005G016200		0.7	
SORBI_3005G016300	SORBI_3005G016300	0.6	2	4
SORBI_3005G016400	SORBI_3005G016400	0.9	3	0.8
SORBI_3005G016500	SORBI_3005G016500		9	2
SORBI_3005G016700	SORBI_3005G016700	3	4	
SORBI_3005G016800	SORBI_3005G016800	8	10	12
SORBI_3005G016900	SORBI_3005G016900	2	7	18
SORBI_3005G017000	SORBI_3005G017000	23	42	53
SORBI_3005G017100	SORBI_3005G017100	2	3	4
SORBI_3005G017200	SORBI_3005G017200	27	52	37
SORBI_3005G017300	SORBI_3005G017300	11	22	27
SORBI_3005G017400	SORBI_3005G017400		9	
SORBI_3005G017500	SORBI_3005G017500	2	2	11
SORBI_3005G017700	SORBI_3005G017700		5	
SORBI_3005G017900	SORBI_3005G017900	3	2	6
SORBI_3005G018050	SORBI_3005G018050	36	7	14
SORBI_3005G018200	SORBI_3005G018200	0.5	2	12
SORBI_3005G018300	SORBI_3005G018300	3	6	6
SORBI_3005G018400	SORBI_3005G018400	0.8	3	8
SORBI_3005G018500	SORBI_3005G018500	2	3	2
SORBI_3005G018600	SORBI_3005G018600		10	
SORBI_3005G018700	SORBI_3005G018700	0.8	2	5
SORBI_3005G018800	SORBI_3005G018800	154	321	321
SORBI_3005G018900	SORBI_3005G018900			0.9
SORBI_3005G019100	SORBI_3005G019100	3	43	9
SORBI_3005G019200	SORBI_3005G019200	1	2	3
SORBI_3005G019250	SORBI_3005G019250	0.6	0.8	1
SORBI_3005G019350	SORBI_3005G019350			0.7
SORBI_3005G019600	SORBI_3005G019600	3	9	15
SORBI_3005G019700	SORBI_3005G019700	72	98	120
SORBI_3005G019800	SORBI_3005G019800	84	8	5
SORBI_3005G020000	SORBI_3005G020000	3	2	3
SORBI_3005G020100	SORBI_3005G020100		1	0.7
SORBI_3005G020300	SORBI_3005G020300	37	108	95
SORBI_3005G020400	SORBI_3005G020400		0.9	
SORBI_3005G020600	SORBI_3005G020600	1	3	3
SORBI_3005G020700	SORBI_3005G020700	19	65	129
SORBI_3005G020900	SORBI_3005G020900	15	27	37
SORBI_3005G021000	SORBI_3005G021000	19	2	4
SORBI_3005G021100	SORBI_3005G021100	20		
SORBI_3005G021200	SORBI_3005G021200	9	6	11
SORBI_3005G021300	SORBI_3005G021300	0.7	2	0.7
SORBI_3005G021500	SORBI_3005G021500	29	24	39
SORBI_3005G021600	SORBI_3005G021600	11	37	21
SORBI_3005G021700	SORBI_3005G021700	9	10	8
SORBI_3005G021800	SORBI_3005G021800		0.7	0.8
SORBI_3005G021900	SORBI_3005G021900	3	6	10
SORBI_3005G022000	SORBI_3005G022000	9	11	18
SORBI_3005G022100	SORBI_3005G022100	31	49	52
SORBI_3005G022200	SORBI_3005G022200	8	12	30
SORBI_3005G022300	SORBI_3005G022300	9	22	23
SORBI_3005G022500	SORBI_3005G022500	34	69	60
SORBI_3005G022600	SORBI_3005G022600	8		
SORBI_3005G022700	SORBI_3005G022700	5	5	6
SORBI_3005G022800	SORBI_3005G022800	6	6	11
SORBI_3005G023000	SORBI_3005G023000	2	2	2
SORBI_3005G023100	SORBI_3005G023100	11	17	11
SORBI_3005G023400	SORBI_3005G023400		71	
SORBI_3005G023600	SORBI_3005G023600		70	
SORBI_3005G023700	SORBI_3005G023700		164	
SORBI_3005G023800	SORBI_3005G023800	5	12	11
SORBI_3005G023900	SORBI_3005G023900	25	18	46
SORBI_3005G024200	SORBI_3005G024200	30	51	77
SORBI_3005G024300	SORBI_3005G024300	0.5	16	
SORBI_3005G024400	SORBI_3005G024400	5	5	6
SORBI_3005G024600	SORBI_3005G024600	2	0.9	2
SORBI_3005G024700	SORBI_3005G024700	3	6	2
SORBI_3005G024800	SORBI_3005G024800	4	78	23
SORBI_3005G024900	SORBI_3005G024900	2	1	4
SORBI_3005G025300	SORBI_3005G025300	7	9	11
SORBI_3005G025400	SORBI_3005G025400		18	
SORBI_3005G025500	SORBI_3005G025500	1	5	2
SORBI_3005G025600	SORBI_3005G025600	2	1394	
SORBI_3005G025700	SORBI_3005G025700	19	27	40
SORBI_3005G025800	SORBI_3005G025800	14	15	25
SORBI_3005G025900	SORBI_3005G025900	0.7		2
SORBI_3005G026000	SORBI_3005G026000	17	28	44
SORBI_3005G026100	SORBI_3005G026100	23	50	50
SORBI_3005G026200	SORBI_3005G026200	21	27	35
SORBI_3005G026400	SORBI_3005G026400	3	4	6
SORBI_3005G026600	SORBI_3005G026600	5	7	9
SORBI_3005G026700	SORBI_3005G026700		1	
SORBI_3005G026800	SORBI_3005G026800	0.7	0.9	4
SORBI_3005G027032	SORBI_3005G027032		0.5	
SORBI_3005G027100	SORBI_3005G027100	3		
SORBI_3005G027200	SORBI_3005G027200	1		
SORBI_3005G027250	SORBI_3005G027250		13	
SORBI_3005G027300	SORBI_3005G027300	45	57	69
SORBI_3005G027400	SORBI_3005G027400	17	24	34
SORBI_3005G027600	SORBI_3005G027600			0.6
SORBI_3005G027680	SORBI_3005G027680	2	2	2
SORBI_3005G027760	SORBI_3005G027760			0.6
SORBI_3005G027840	SORBI_3005G027840	2	2	4
SORBI_3005G028100	SORBI_3005G028100	26	25	49
SORBI_3005G028200	SORBI_3005G028200	3	3	6
SORBI_3005G028300	SORBI_3005G028300	1	1	2
SORBI_3005G028400	SORBI_3005G028400	9	39	68
SORBI_3005G028600	SORBI_3005G028600	21	17	32
SORBI_3005G028700	SORBI_3005G028700	22	20	14
SORBI_3005G028800	SORBI_3005G028800	5	15	12
SORBI_3005G028900	SORBI_3005G028900	28	36	47
SORBI_3005G029000	SORBI_3005G029000	5	4	5
SORBI_3005G029100	SORBI_3005G029100	19	40	54
SORBI_3005G029200	SORBI_3005G029200	1	2	4
SORBI_3005G029400	SORBI_3005G029400	1	5	2
SORBI_3005G029700	SORBI_3005G029700	0.5	7	5
SORBI_3005G029800	SORBI_3005G029800	2	12	19
SORBI_3005G029866	SORBI_3005G029866		3	
SORBI_3005G029900	SORBI_3005G029900	3	5	1
SORBI_3005G030000	SORBI_3005G030000	4	6	6
SORBI_3005G030100	SORBI_3005G030100	100	39	83
SORBI_3005G030300	SORBI_3005G030300	44	39	44
SORBI_3005G030400	SORBI_3005G030400	48	120	77
SORBI_3005G030500	SORBI_3005G030500	7	14	29
SORBI_3005G030600	SORBI_3005G030600	42	46	44
SORBI_3005G030700	SORBI_3005G030700	1	3	2
SORBI_3005G030850	SORBI_3005G030850	0.7	1	1
SORBI_3005G031000	SORBI_3005G031000	34	44	57
SORBI_3005G031100	SORBI_3005G031100	2	2	7
SORBI_3005G031200	SORBI_3005G031200		0.5	
SORBI_3005G031400	SORBI_3005G031400	2	3	5
SORBI_3005G031700	SORBI_3005G031700		21	
SORBI_3005G031800	SORBI_3005G031800	0.8	90	
SORBI_3005G031901	SORBI_3005G031901		2	30
SORBI_3005G032000	SORBI_3005G032000		0.9	0.8
SORBI_3005G032200	SORBI_3005G032200	1	4	2
SORBI_3005G032300	SORBI_3005G032300	76	82	115
SORBI_3005G032400	SORBI_3005G032400	42	34	31
SORBI_3005G032500	SORBI_3005G032500	17		
SORBI_3005G032600	SORBI_3005G032600	19	19	30
SORBI_3005G032800	SORBI_3005G032800	26	25	41
SORBI_3005G032900	SORBI_3005G032900			0.6
SORBI_3005G033000	SORBI_3005G033000	17	24	27
SORBI_3005G033100	SORBI_3005G033100	13	16	7
SORBI_3005G033200	SORBI_3005G033200	40	68	72
SORBI_3005G033300	SORBI_3005G033300	15	22	23
SORBI_3005G033400	SORBI_3005G033400	2		
SORBI_3005G033600	SORBI_3005G033600	8		2
SORBI_3005G033700	SORBI_3005G033700	17	5	4
SORBI_3005G033801	SORBI_3005G033801		3	
SORBI_3005G034000	SORBI_3005G034000	99	249	241
SORBI_3005G034100	SORBI_3005G034100	14	31	43
SORBI_3005G034200	SORBI_3005G034200	8	6	6
SORBI_3005G034300	SORBI_3005G034300	39	59	95
SORBI_3005G034400	SORBI_3005G034400	147	140	139
SORBI_3005G034500	SORBI_3005G034500	0.5	2	4
SORBI_3005G034600	SORBI_3005G034600	5	9	9
SORBI_3005G034700	SORBI_3005G034700	10	9	12
SORBI_3005G034900	SORBI_3005G034900	0.6	2	
SORBI_3005G035000	SORBI_3005G035000	1	2	2
SORBI_3005G035100	SORBI_3005G035100			1
SORBI_3005G035200	SORBI_3005G035200		106	
SORBI_3005G035250	SORBI_3005G035250		80	
SORBI_3005G035300	SORBI_3005G035300	23	16	16
SORBI_3005G035500	SORBI_3005G035500	97		
SORBI_3005G036000	SORBI_3005G036000	20	2	9
SORBI_3005G036100	SORBI_3005G036100	14	14	27
SORBI_3005G036200	SORBI_3005G036200	13	3	2
SORBI_3005G036300	SORBI_3005G036300	6	2	3
SORBI_3005G036350	SORBI_3005G036350	4	1	3
SORBI_3005G036400	SORBI_3005G036400	21	7	10
SORBI_3005G036450	SORBI_3005G036450	0.6		
SORBI_3005G036500	SORBI_3005G036500	1	2	3
SORBI_3005G036600	SORBI_3005G036600		0.8	1
SORBI_3005G036700	SORBI_3005G036700	14	24	30
SORBI_3005G036800	SORBI_3005G036800	6	17	33
SORBI_3005G037000	SORBI_3005G037000	1	5	1
SORBI_3005G037300	SORBI_3005G037300	2	2	56
SORBI_3005G037400	SORBI_3005G037400	3	17	13
SORBI_3005G037600	SORBI_3005G037600		0.8	
SORBI_3005G037700	SORBI_3005G037700		2	
SORBI_3005G037800	SORBI_3005G037800	0.5		
SORBI_3005G037900	SORBI_3005G037900	0.8	3	7
SORBI_3005G038200	SORBI_3005G038200			5
SORBI_3005G038400	SORBI_3005G038400	0.7	1	1
SORBI_3005G038450	SORBI_3005G038450	0.9	0.7	1
SORBI_3005G038500	SORBI_3005G038500	4	4	7
SORBI_3005G038600	SORBI_3005G038600	2	17	5
SORBI_3005G038800	SORBI_3005G038800		2	
SORBI_3005G038900	SORBI_3005G038900	6	24	65
SORBI_3005G039000	SORBI_3005G039000		216	
SORBI_3005G039100	SORBI_3005G039100	1	1	1
SORBI_3005G039200	SORBI_3005G039200		0.6	1
SORBI_3005G039500	SORBI_3005G039500	13	19	32
SORBI_3005G039600	SORBI_3005G039600	3	9	7
SORBI_3005G039700	SORBI_3005G039700	5	12	13
SORBI_3005G040500	SORBI_3005G040500	4	6	5
SORBI_3005G040700	SORBI_3005G040700		15	
SORBI_3005G040900	SORBI_3005G040900	29	34	42
SORBI_3005G040950	SORBI_3005G040950	2	5	
SORBI_3005G041100	SORBI_3005G041100	0.5		
SORBI_3005G041200	SORBI_3005G041200		6	4
SORBI_3005G041300	SORBI_3005G041300	0.7	1	
SORBI_3005G041400	SORBI_3005G041400		11	3
SORBI_3005G041450	SORBI_3005G041450		1	
SORBI_3005G041500	SORBI_3005G041500		6	
SORBI_3005G041700	SORBI_3005G041700		2	
SORBI_3005G041900	SORBI_3005G041900	2	1	0.5
SORBI_3005G042000	SORBI_3005G042000	163	1344	535
SORBI_3005G042300	SORBI_3005G042300	0.8		
SORBI_3005G042400	SORBI_3005G042400	1		
SORBI_3005G042700	SORBI_3005G042700	0.6	2	2
SORBI_3005G042800	SORBI_3005G042800	2	7	5
SORBI_3005G042850	SORBI_3005G042850		4	
SORBI_3005G042900	SORBI_3005G042900		12	
SORBI_3005G043000	SORBI_3005G043000			2
SORBI_3005G043300	SORBI_3005G043300		1	
SORBI_3005G044000	SORBI_3005G044000	58	67	19
SORBI_3005G044100	SORBI_3005G044100	13	22	12
SORBI_3005G044200	SORBI_3005G044200		0.6	0.9
SORBI_3005G044300	SORBI_3005G044300	14	28	22
SORBI_3005G044400	SORBI_3005G044400	41	58	85
SORBI_3005G044500	SORBI_3005G044500		1	3
SORBI_3005G044600	SORBI_3005G044600		122	
SORBI_3005G044800	SORBI_3005G044800	21	55	89
SORBI_3005G045000	SORBI_3005G045000	6	8	16
SORBI_3005G045100	SORBI_3005G045100	6	12	36
SORBI_3005G045200	SORBI_3005G045200	25	91	112
SORBI_3005G045250	SORBI_3005G045250	2	7	5
SORBI_3005G045300	SORBI_3005G045300	14	20	29
SORBI_3005G045600	SORBI_3005G045600		3	5
SORBI_3005G045700	SORBI_3005G045700	10	6	7
SORBI_3005G045800	SORBI_3005G045800	8	27	18
SORBI_3005G046001	SORBI_3005G046001		3	
SORBI_3005G046100	SORBI_3005G046100	17	33	44
SORBI_3005G046250	SORBI_3005G046250	10	20	13
SORBI_3005G046500	SORBI_3005G046500	3	9	13
SORBI_3005G046700	SORBI_3005G046700	1	13	236
SORBI_3005G046801	SORBI_3005G046801			0.7
SORBI_3005G046900	SORBI_3005G046900	22	15	20
SORBI_3005G047000	SORBI_3005G047000	67	109	96
SORBI_3005G047100	SORBI_3005G047100	13	61	76
SORBI_3005G047200	SORBI_3005G047200	14	14	24
SORBI_3005G047300	SORBI_3005G047300	17	12	29
SORBI_3005G047500	SORBI_3005G047500	1	3	12
SORBI_3005G047700	SORBI_3005G047700	2	6	18
SORBI_3005G048000	SORBI_3005G048000	2	0.7	3
SORBI_3005G048100	SORBI_3005G048100		0.5	0.9
SORBI_3005G048200	SORBI_3005G048200			1
SORBI_3005G048500	SORBI_3005G048500	2	28	3
SORBI_3005G048600	SORBI_3005G048600	6	7	9
SORBI_3005G048700	SORBI_3005G048700	3	3	5
SORBI_3005G048800	SORBI_3005G048800	1	2	4
SORBI_3005G048950	SORBI_3005G048950	1	14	
SORBI_3005G049000	SORBI_3005G049000	33	113	36
SORBI_3005G049200	SORBI_3005G049200		22	
SORBI_3005G049600	SORBI_3005G049600	4	31	6
SORBI_3005G049900	SORBI_3005G049900		14	
SORBI_3005G050200	SORBI_3005G050200	150	1175	1249
SORBI_3005G050400	SORBI_3005G050400	8	78	27
SORBI_3005G050500	SORBI_3005G050500	250	249	339
SORBI_3005G050600	SORBI_3005G050600	129	57	82
SORBI_3005G050800	SORBI_3005G050800	1	3	3
SORBI_3005G050900	SORBI_3005G050900		0.5	
SORBI_3005G051600	SORBI_3005G051600			0.7
SORBI_3005G051700	SORBI_3005G051700	122		
SORBI_3005G052000	SORBI_3005G052000		0.5	2
SORBI_3005G052100	SORBI_3005G052100	5		
SORBI_3005G052200	SORBI_3005G052200	2		
SORBI_3005G052300	SORBI_3005G052300	2	0.9	4
SORBI_3005G052400	SORBI_3005G052400	2	11	
SORBI_3005G052500	SORBI_3005G052500		0.6	8
SORBI_3005G053200	SORBI_3005G053200		0.6	3
SORBI_3005G053800	SORBI_3005G053800		0.8	5
SORBI_3005G053900	SORBI_3005G053900			2
SORBI_3005G054150	SORBI_3005G054150		5	
SORBI_3005G054401	SORBI_3005G054401		22	
SORBI_3005G054501	SORBI_3005G054501		6	
SORBI_3005G054700	SORBI_3005G054700			0.5
SORBI_3005G054900	SORBI_3005G054900	32	6	8
SORBI_3005G055000	SORBI_3005G055000	200	671	631
SORBI_3005G055150	SORBI_3005G055150	7	11	30
SORBI_3005G055300	SORBI_3005G055300	1	2	0.7
SORBI_3005G055400	SORBI_3005G055400		8	8
SORBI_3005G055501	SORBI_3005G055501		0.9	
SORBI_3005G055600	SORBI_3005G055600	7	19	15
SORBI_3005G055900	SORBI_3005G055900	1	5	18
SORBI_3005G056000	SORBI_3005G056000	8	7	8
SORBI_3005G056100	SORBI_3005G056100	50		
SORBI_3005G056201	SORBI_3005G056201			2
SORBI_3005G056300	SORBI_3005G056300	125		
SORBI_3005G056400	SORBI_3005G056400	24	71	48
SORBI_3005G056500	SORBI_3005G056500	5	4	7
SORBI_3005G056600	SORBI_3005G056600	55	163	61
SORBI_3005G056800	SORBI_3005G056800	0.7	4	5
SORBI_3005G057000	SORBI_3005G057000			2
SORBI_3005G057700	SORBI_3005G057700			0.5
SORBI_3005G057750	SORBI_3005G057750		0.5	
