GeneID,Gene Name,floral meristem,flower,plant embryo,root,shoot,vegetative meristem
SORBI_3004G154600,SORBI_3004G154600,0.9,2,0.2,2,3,1
SORBI_3004G154700,SORBI_3004G154700,9,7,10,2,8,8
SORBI_3004G154800,SORBI_3004G154800,4,7,14,2,60,6
SORBI_3004G154900,SORBI_3004G154900,31,5,0.9,2,1,22
SORBI_3004G155100,SORBI_3004G155100,94,100,140,143,71,126
SORBI_3004G155150,SORBI_3004G155150,0.1,,0.7,,,
SORBI_3004G155200,SORBI_3004G155200,12,32,190,27,16,14
SORBI_3004G155300,SORBI_3004G155300,45,131,101,115,39,42
SORBI_3004G155400,SORBI_3004G155400,11,6,8,0.6,0.3,2
SORBI_3004G155600,SORBI_3004G155600,42,34,50,25,19,43
SORBI_3004G155700,SORBI_3004G155700,4,45,28,15,12,5
SORBI_3004G155800,SORBI_3004G155800,292,179,350,165,334,274
SORBI_3004G155900,SORBI_3004G155900,160,53,55,8,10,195
SORBI_3004G156000,SORBI_3004G156000,,,,0.1,,
SORBI_3004G156100,SORBI_3004G156100,,0.3,,4,,
SORBI_3004G156200,SORBI_3004G156200,28,5,32,11,1,40
SORBI_3004G156250,SORBI_3004G156250,,,,2,,
SORBI_3004G156300,SORBI_3004G156300,,1,,149,0.1,
SORBI_3004G156400,SORBI_3004G156400,13,8,4,9,5,10
SORBI_3004G156500,SORBI_3004G156500,86,31,45,29,14,80
SORBI_3004G156600,SORBI_3004G156600,25,3,4,2,0.2,26
SORBI_3004G156666,SORBI_3004G156666,30,7,17,8,9,24
SORBI_3004G156732,SORBI_3004G156732,23,7,13,7,6,18
SORBI_3004G156800,SORBI_3004G156800,47,23,34,24,17,37
SORBI_3004G156900,SORBI_3004G156900,65,,10,7,2,74
SORBI_3004G157000,SORBI_3004G157000,52,36,68,66,27,42
SORBI_3004G157100,SORBI_3004G157100,199,255,126,1,8,65
SORBI_3004G157300,SORBI_3004G157300,39,37,88,764,6,13
SORBI_3004G157400,SORBI_3004G157400,41,17,50,24,12,50
SORBI_3004G157500,SORBI_3004G157500,36,8,14,5,5,36
SORBI_3004G157600,SORBI_3004G157600,48,16,44,13,21,50
SORBI_3004G157700,SORBI_3004G157700,4,15,2,17,8,3
SORBI_3004G157800,SORBI_3004G157800,19,28,7,35,14,16
SORBI_3004G158000,SORBI_3004G158000,24,2,22,6,3,24
SORBI_3004G158050,SORBI_3004G158050,0.1,,,0.4,0.2,
SORBI_3004G158100,SORBI_3004G158100,0.9,410,1,3,0.2,1
SORBI_3004G158200,SORBI_3004G158200,73,44,91,47,41,69
SORBI_3004G158300,SORBI_3004G158300,2,13,4,10,11,2
SORBI_3004G158400,SORBI_3004G158400,189,140,178,95,66,156
SORBI_3004G158500,SORBI_3004G158500,4,1,2,4,0.8,5
SORBI_3004G158600,SORBI_3004G158600,0.5,1,0.3,0.2,0.4,0.7
SORBI_3004G158700,SORBI_3004G158700,44,13,55,36,14,48
SORBI_3004G158800,SORBI_3004G158800,2,,1,2,1,3
SORBI_3004G158901,SORBI_3004G158901,,1,,5,1,
SORBI_3004G159000,SORBI_3004G159000,82,143,101,150,57,85
SORBI_3004G159100,SORBI_3004G159100,0.8,29,2,20,2,0.6
SORBI_3004G159200,SORBI_3004G159200,,613,,,,
SORBI_3004G159400,SORBI_3004G159400,0.1,66,0.1,9,1,0.1
SORBI_3004G159600,SORBI_3004G159600,27,12,19,10,8,27
SORBI_3004G159733,SORBI_3004G159733,,9,,1359,2,
SORBI_3004G160000,SORBI_3004G160000,0.1,4,,,,
SORBI_3004G160200,SORBI_3004G160200,27,33,29,52,20,29
SORBI_3004G160300,SORBI_3004G160300,0.6,3,,0.6,4,0.1
SORBI_3004G160350,SORBI_3004G160350,0.7,0.2,,0.3,0.4,0.6
SORBI_3004G160400,SORBI_3004G160400,16,6,13,5,5,13
SORBI_3004G160500,SORBI_3004G160500,,,5,17,1,
SORBI_3004G160700,SORBI_3004G160700,140,150,386,251,81,149
SORBI_3004G160800,SORBI_3004G160800,6,7,21,3,3,6
SORBI_3004G160950,SORBI_3004G160950,0.6,2,,0.7,0.7,
SORBI_3004G161100,SORBI_3004G161100,,0.1,,,,
SORBI_3004G161200,SORBI_3004G161200,1,9,1,7,3,2
SORBI_3004G161301,SORBI_3004G161301,6,2,0.2,5,2,3
SORBI_3004G161400,SORBI_3004G161400,12,13,2,7,2,11
SORBI_3004G161501,SORBI_3004G161501,0.1,,,,,
SORBI_3004G161751,SORBI_3004G161751,1,5,2,2,1,1
SORBI_3004G161800,SORBI_3004G161800,60,109,5,251,153,71
SORBI_3004G161850,SORBI_3004G161850,,,,0.1,,
SORBI_3004G161900,SORBI_3004G161900,106,53,95,401,47,123
SORBI_3004G162000,SORBI_3004G162000,362,434,246,1346,511,527
SORBI_3004G162200,SORBI_3004G162200,7,35,4,19,8,10
SORBI_3004G162300,SORBI_3004G162300,0.2,1,,,0.5,0.4
SORBI_3004G162400,SORBI_3004G162400,15,26,21,14,15,14
SORBI_3004G162500,SORBI_3004G162500,29,57,65,30,79,39
SORBI_3004G162600,SORBI_3004G162600,2,1,1,0.3,0.2,2
SORBI_3004G162700,SORBI_3004G162700,,1,,4,,
SORBI_3004G162800,SORBI_3004G162800,,13,,,,
SORBI_3004G162900,SORBI_3004G162900,13,2,3,2,0.9,9
SORBI_3004G163000,SORBI_3004G163000,19,8,18,9,4,19
SORBI_3004G163100,SORBI_3004G163100,,0.5,2,1,1,
SORBI_3004G163200,SORBI_3004G163200,18,2,3,11,27,9
SORBI_3004G163300,SORBI_3004G163300,23,9,26,45,9,27
SORBI_3004G163350,SORBI_3004G163350,1,0.1,0.4,2,0.2,1
SORBI_3004G163400,SORBI_3004G163400,4,0.9,0.3,28,2,4
SORBI_3004G163500,SORBI_3004G163500,0.5,6,0.5,10,6,0.2
SORBI_3004G163600,SORBI_3004G163600,0.4,43,13,30,10,2
SORBI_3004G163700,SORBI_3004G163700,10,64,1227,1,2,10
SORBI_3004G163800,SORBI_3004G163800,55,89,39,29,76,46
SORBI_3004G163900,SORBI_3004G163900,,102,,0.9,,
SORBI_3004G164000,SORBI_3004G164000,22,24,18,26,12,19
SORBI_3004G164100,SORBI_3004G164100,3,0.9,1,0.1,11,3
SORBI_3004G164200,SORBI_3004G164200,188,346,97,306,1070,99
SORBI_3004G164300,SORBI_3004G164300,,,,10,,
SORBI_3004G164400,SORBI_3004G164400,29,22,26,14,19,23
SORBI_3004G164500,SORBI_3004G164500,4,33,1,31,18,5
SORBI_3004G164700,SORBI_3004G164700,19,0.7,1,0.6,1,22
SORBI_3004G164800,SORBI_3004G164800,33,3,767,2,4,20
SORBI_3004G165000,SORBI_3004G165000,12,6,15,5,18,13
SORBI_3004G165100,SORBI_3004G165100,7,0.8,0.4,3,0.2,10
SORBI_3004G165200,SORBI_3004G165200,12,33,2,39,9,14
SORBI_3004G165300,SORBI_3004G165300,2,6,0.4,34,9,3
SORBI_3004G165400,SORBI_3004G165400,0.1,6,,0.3,12,1
SORBI_3004G165500,SORBI_3004G165500,,4,,0.7,17,0.1
SORBI_3004G165600,SORBI_3004G165600,1,4,0.6,5,5,0.9
SORBI_3004G165700,SORBI_3004G165700,12,11,11,10,43,11
SORBI_3004G165800,SORBI_3004G165800,,,,0.1,,
SORBI_3004G165900,SORBI_3004G165900,6,7,3,2,139,5
SORBI_3004G166000,SORBI_3004G166000,,0.1,,,,
SORBI_3004G166100,SORBI_3004G166100,0.1,176,,,,
SORBI_3004G166200,SORBI_3004G166200,,,,0.7,,0.1
SORBI_3004G166400,SORBI_3004G166400,119,50,35,10,30,41
SORBI_3004G166500,SORBI_3004G166500,78,94,112,126,31,103
SORBI_3004G166600,SORBI_3004G166600,3,5,10,0.6,2,3
SORBI_3004G166700,SORBI_3004G166700,3,10,1,54,26,2
SORBI_3004G166800,SORBI_3004G166800,42,20,18,20,10,48
SORBI_3004G166900,SORBI_3004G166900,60,18,129,8,84,71
SORBI_3004G167000,SORBI_3004G167000,0.1,6,0.3,,1,0.1
SORBI_3004G167100,SORBI_3004G167100,31,34,41,39,28,39
SORBI_3004G167200,SORBI_3004G167200,35,26,31,26,18,33
SORBI_3004G167300,SORBI_3004G167300,1,2,0.7,11,0.9,2
SORBI_3004G167400,SORBI_3004G167400,4,9,3,9,5,3
SORBI_3004G167500,SORBI_3004G167500,0.7,3,2,4,1,0.4
SORBI_3004G167600,SORBI_3004G167600,24,10,15,9,5,20
SORBI_3004G167700,SORBI_3004G167700,31,5,33,,0.5,11
SORBI_3004G167800,SORBI_3004G167800,0.2,17,0.5,9,14,1
SORBI_3004G167900,SORBI_3004G167900,,,0.9,0.3,,0.1
SORBI_3004G168000,SORBI_3004G168000,,0.2,,,,
SORBI_3004G168100,SORBI_3004G168100,,0.1,,,,
SORBI_3004G168150,SORBI_3004G168150,,9,0.3,0.4,,0.1
SORBI_3004G168200,SORBI_3004G168200,,6,0.2,,0.1,
SORBI_3004G168300,SORBI_3004G168300,23,7,17,12,3,28
SORBI_3004G168366,SORBI_3004G168366,0.2,,,,,
SORBI_3004G168432,SORBI_3004G168432,0.1,,,,,
SORBI_3004G168500,SORBI_3004G168500,171,159,302,115,655,270
SORBI_3004G168600,SORBI_3004G168600,3,0.1,1,1,0.6,5
SORBI_3004G168700,SORBI_3004G168700,0.5,66,3,70,118,0.5
SORBI_3004G168800,SORBI_3004G168800,47,12,25,9,2,40
SORBI_3004G168900,SORBI_3004G168900,0.3,2,0.2,0.2,,
SORBI_3004G169000,SORBI_3004G169000,20,28,22,10,19,14
SORBI_3004G169100,SORBI_3004G169100,0.1,6,,0.5,1,0.3
SORBI_3004G169200,SORBI_3004G169200,,0.4,0.3,0.2,,
SORBI_3004G169300,SORBI_3004G169300,,0.2,0.3,0.2,0.1,
SORBI_3004G169401,SORBI_3004G169401,0.2,0.3,,2,0.5,0.4
SORBI_3004G169501,SORBI_3004G169501,21,7,11,6,4,20
SORBI_3004G169600,SORBI_3004G169600,0.1,1,1,,0.3,
SORBI_3004G169700,SORBI_3004G169700,0.4,7,0.1,1,1,0.1
SORBI_3004G169800,SORBI_3004G169800,,0.1,,,0.1,
SORBI_3004G169900,SORBI_3004G169900,8,6,3,4,5,3
SORBI_3004G170032,SORBI_3004G170032,0.2,,,,,0.1
SORBI_3004G170200,SORBI_3004G170200,193,290,150,103,171,165
SORBI_3004G170300,SORBI_3004G170300,,1,,3,2,0.1
SORBI_3004G170400,SORBI_3004G170400,75,170,185,193,82,103
SORBI_3004G170500,SORBI_3004G170500,98,24,32,36,6,152
SORBI_3004G170600,SORBI_3004G170600,,84,,,36,
SORBI_3004G170700,SORBI_3004G170700,23,20,31,15,4,22
SORBI_3004G170800,SORBI_3004G170800,5,2,0.8,11,4,10
SORBI_3004G170900,SORBI_3004G170900,14,0.8,6,3,1,14
SORBI_3004G171000,SORBI_3004G171000,0.4,73,,,0.7,0.1
SORBI_3004G171100,SORBI_3004G171100,6,36,2,2,1,5
SORBI_3004G171200,SORBI_3004G171200,25,16,15,13,12,25
SORBI_3004G171300,SORBI_3004G171300,,0.1,,,,
SORBI_3004G171350,SORBI_3004G171350,0.1,,,,,
SORBI_3004G171400,SORBI_3004G171400,0.3,40,0.7,80,32,0.5
SORBI_3004G171500,SORBI_3004G171500,,,16,,0.2,
SORBI_3004G171600,SORBI_3004G171600,,,7,,,
SORBI_3004G171700,SORBI_3004G171700,21,5,15,18,4,13
SORBI_3004G171800,SORBI_3004G171800,15,12,31,14,8,14
SORBI_3004G172000,SORBI_3004G172000,,,0.1,,,
SORBI_3004G172100,SORBI_3004G172100,3,9,12,37,3,4
SORBI_3004G172201,SORBI_3004G172201,1,,,,,4
SORBI_3004G172300,SORBI_3004G172300,2,2,4,0.3,0.2,0.3
SORBI_3004G172400,SORBI_3004G172400,0.1,0.2,0.1,3,1,0.1
SORBI_3004G172500,SORBI_3004G172500,23,22,26,17,13,23
SORBI_3004G172600,SORBI_3004G172600,6,7,4,8,4,7
SORBI_3004G172700,SORBI_3004G172700,80,55,103,129,45,65
SORBI_3004G173100,SORBI_3004G173100,67,25,40,32,23,69
SORBI_3004G173200,SORBI_3004G173200,,0.3,,1,0.8,
SORBI_3004G173300,SORBI_3004G173300,23,9,14,11,12,20
SORBI_3004G173500,SORBI_3004G173500,79,81,94,68,51,69
SORBI_3004G173600,SORBI_3004G173600,10,10,10,27,9,15
SORBI_3004G173700,SORBI_3004G173700,33,158,31,90,39,36
SORBI_3004G173800,SORBI_3004G173800,,0.3,,,,
SORBI_3004G173900,SORBI_3004G173900,,0.3,,,,
SORBI_3004G174000,SORBI_3004G174000,0.1,0.7,,13,5,0.6
SORBI_3004G174100,SORBI_3004G174100,9,24,11,39,20,8
SORBI_3004G174200,SORBI_3004G174200,52,25,42,31,19,48
SORBI_3004G174400,SORBI_3004G174400,40,41,25,36,33,33
SORBI_3004G174500,SORBI_3004G174500,8,1,2,1,0.7,7
SORBI_3004G174600,SORBI_3004G174600,0.5,99,0.1,,,0.6
SORBI_3004G174700,SORBI_3004G174700,101,48,126,94,29,116
SORBI_3004G174800,SORBI_3004G174800,7,0.9,2,2,1,5
SORBI_3004G174900,SORBI_3004G174900,6,12,3,10,4,4
SORBI_3004G175000,SORBI_3004G175000,0.3,32,0.1,1,6,0.2
SORBI_3004G175300,SORBI_3004G175300,8,9,6,8,6,9
SORBI_3004G175500,SORBI_3004G175500,22,118,5,1,511,24
SORBI_3004G175600,SORBI_3004G175600,16,14,13,8,10,14
SORBI_3004G175700,SORBI_3004G175700,183,85,89,69,42,202
SORBI_3004G176000,SORBI_3004G176000,57,29,45,35,22,54
SORBI_3004G176100,SORBI_3004G176100,0.4,2,,12,3,1
SORBI_3004G176200,SORBI_3004G176200,25,103,30,46,17,28
SORBI_3004G176300,SORBI_3004G176300,0.1,2,,5,5,
SORBI_3004G176400,SORBI_3004G176400,82,47,94,73,31,78
SORBI_3004G176500,SORBI_3004G176500,6,1,2,2,0.9,7
SORBI_3004G176550,SORBI_3004G176550,0.1,,,,,0.3
SORBI_3004G176600,SORBI_3004G176600,3,4,0.7,24,2,10
SORBI_3004G176700,SORBI_3004G176700,0.5,7,5,20,6,1
SORBI_3004G176800,SORBI_3004G176800,15,7,15,37,2,18
SORBI_3004G176900,SORBI_3004G176900,3,1,2,2,0.6,2
SORBI_3004G176950,SORBI_3004G176950,,0.1,,0.1,0.1,0.1
SORBI_3004G177000,SORBI_3004G177000,,0.1,0.1,8,0.9,0.3
SORBI_3004G177100,SORBI_3004G177100,34,11,11,30,11,41
SORBI_3004G177300,SORBI_3004G177300,48,49,35,68,36,44
SORBI_3004G177400,SORBI_3004G177400,24,8,21,10,3,20
SORBI_3004G177500,SORBI_3004G177500,1,9,0.7,2,71,1
SORBI_3004G177600,SORBI_3004G177600,64,23,76,27,9,83
SORBI_3004G177700,SORBI_3004G177700,47,49,90,41,39,41
SORBI_3004G177900,SORBI_3004G177900,,0.1,,,,
SORBI_3004G178000,SORBI_3004G178000,19,11,1,59,17,31
SORBI_3004G178100,SORBI_3004G178100,58,32,42,19,32,47
SORBI_3004G178200,SORBI_3004G178200,34,25,36,27,16,34
SORBI_3004G178300,SORBI_3004G178300,43,19,37,19,9,39
SORBI_3004G178400,SORBI_3004G178400,54,22,24,35,22,54
SORBI_3004G178500,SORBI_3004G178500,193,81,221,93,105,153
SORBI_3004G178600,SORBI_3004G178600,,,,1,,
SORBI_3004G178700,SORBI_3004G178700,3,,0.2,,,0.6
SORBI_3004G178800,SORBI_3004G178800,,,1,,,
SORBI_3004G178901,SORBI_3004G178901,13,5,10,5,3,12
SORBI_3004G179000,SORBI_3004G179000,0.2,0.6,,,0.7,0.2
SORBI_3004G179200,SORBI_3004G179200,15,9,8,5,87,14
SORBI_3004G179300,SORBI_3004G179300,8,17,5,29,26,13
SORBI_3004G179400,SORBI_3004G179400,70,48,40,8,110,62
SORBI_3004G179500,SORBI_3004G179500,6,3,1,2,6,5
SORBI_3004G179600,SORBI_3004G179600,3,20,0.5,22,23,2
SORBI_3004G179700,SORBI_3004G179700,45,44,30,21,30,35
SORBI_3004G179800,SORBI_3004G179800,30,7,21,7,3,35
SORBI_3004G179900,SORBI_3004G179900,,0.4,,,0.5,
SORBI_3004G180000,SORBI_3004G180000,10,5,6,5,3,11
SORBI_3004G180066,SORBI_3004G180066,11,4,10,3,3,11
SORBI_3004G180100,SORBI_3004G180100,,14,,0.5,,
SORBI_3004G180200,SORBI_3004G180200,0.1,40,,2,,0.2
SORBI_3004G180301,SORBI_3004G180301,,0.7,2,0.6,0.6,0.2
SORBI_3004G180400,SORBI_3004G180400,10,3,5,21,2,12
SORBI_3004G180500,SORBI_3004G180500,8,3,3,3,1,9
SORBI_3004G180600,SORBI_3004G180600,17,23,40,18,7,22
SORBI_3004G180700,SORBI_3004G180700,,,0.3,17,0.1,
SORBI_3004G180900,SORBI_3004G180900,26,20,18,16,9,27
SORBI_3004G180950,SORBI_3004G180950,4,2,5,2,1,5
SORBI_3004G181000,SORBI_3004G181000,0.1,0.2,,0.4,0.3,
SORBI_3004G181100,SORBI_3004G181100,,,0.2,,,
SORBI_3004G181200,SORBI_3004G181200,,1,,0.3,0.8,
SORBI_3004G181300,SORBI_3004G181300,0.1,0.1,,2,2,
SORBI_3004G181400,SORBI_3004G181400,0.2,0.3,,0.4,0.4,0.1
SORBI_3004G181500,SORBI_3004G181500,3,0.7,0.5,1,0.6,3
SORBI_3004G181600,SORBI_3004G181600,75,48,27,60,58,70
SORBI_3004G181700,SORBI_3004G181700,98,55,53,67,83,98
SORBI_3004G181800,SORBI_3004G181800,,,0.1,0.3,,
SORBI_3004G181900,SORBI_3004G181900,35,26,26,30,15,39
SORBI_3004G182100,SORBI_3004G182100,24,14,20,11,6,26
SORBI_3004G182201,SORBI_3004G182201,28,9,8,8,5,22
SORBI_3004G182300,SORBI_3004G182300,,0.8,,7,3,
SORBI_3004G182500,SORBI_3004G182500,164,89,17,89,99,175
SORBI_3004G182600,SORBI_3004G182600,0.1,6,0.3,5,9,0.8
SORBI_3004G182700,SORBI_3004G182700,0.1,0.8,,0.1,28,0.4
SORBI_3004G182800,SORBI_3004G182800,58,42,89,45,59,57
SORBI_3004G182900,SORBI_3004G182900,463,163,144,96,116,482
SORBI_3004G183000,SORBI_3004G183000,10,4,2,2,3,6
SORBI_3004G183100,SORBI_3004G183100,7,3,2,0.8,12,7
SORBI_3004G183200,SORBI_3004G183200,54,101,80,87,51,71
SORBI_3004G183300,SORBI_3004G183300,4,2,0.8,0.5,9,3
SORBI_3004G183400,SORBI_3004G183400,2,0.7,0.4,0.8,0.3,2
SORBI_3004G183501,SORBI_3004G183501,88,64,69,70,42,85
SORBI_3004G183600,SORBI_3004G183600,8,21,11,42,33,8
SORBI_3004G183701,SORBI_3004G183701,0.8,1,2,4,3,0.8
SORBI_3004G183800,SORBI_3004G183800,66,39,55,41,49,72
SORBI_3004G184000,SORBI_3004G184000,81,81,69,60,33,89
SORBI_3004G184101,SORBI_3004G184101,2,3,,12,0.3,3
SORBI_3004G184200,SORBI_3004G184200,6,18,32,5,5,4
SORBI_3004G184400,SORBI_3004G184400,20,9,3,9,7,12
SORBI_3004G184500,SORBI_3004G184500,12,9,8,6,5,11
SORBI_3004G184600,SORBI_3004G184600,0.2,,,0.1,,
SORBI_3004G184700,SORBI_3004G184700,0.1,21,7,0.5,18,
SORBI_3004G184800,SORBI_3004G184800,17,5,8,1,4,11
SORBI_3004G184900,SORBI_3004G184900,6,5,5,2,8,5
SORBI_3004G185000,SORBI_3004G185000,,26,,,,
SORBI_3004G185100,SORBI_3004G185100,0.3,0.1,,0.1,0.1,0.4
SORBI_3004G185200,SORBI_3004G185200,19,3,9,9,2,13
SORBI_3004G185300,SORBI_3004G185300,,0.2,,,,
SORBI_3004G185500,SORBI_3004G185500,5,6,5,5,4,4
SORBI_3004G185600,SORBI_3004G185600,21,12,16,17,9,20
SORBI_3004G185800,SORBI_3004G185800,22,10,19,8,7,21
SORBI_3004G185900,SORBI_3004G185900,89,25,81,29,15,84
SORBI_3004G186000,SORBI_3004G186000,59,70,57,37,33,58
SORBI_3004G186100,SORBI_3004G186100,36,34,26,24,10,28
SORBI_3004G186200,SORBI_3004G186200,14,13,0.7,0.2,27,15
SORBI_3004G186300,SORBI_3004G186300,41,49,63,12,5,19
SORBI_3004G186400,SORBI_3004G186400,,0.2,0.6,,,
SORBI_3004G186500,SORBI_3004G186500,13,12,18,14,16,11
SORBI_3004G186600,SORBI_3004G186600,1,1,1,5,11,1
SORBI_3004G186800,SORBI_3004G186800,27,5,17,6,5,18
SORBI_3004G186900,SORBI_3004G186900,94,66,141,99,72,104
SORBI_3004G186950,SORBI_3004G186950,9,3,4,3,4,12
SORBI_3004G187000,SORBI_3004G187000,6,0.8,1,0.4,3,3
SORBI_3004G187100,SORBI_3004G187100,0.7,4,1,2,31,0.5
SORBI_3004G187200,SORBI_3004G187200,,0.3,,,,
SORBI_3004G187300,SORBI_3004G187300,2,6,0.2,2,2,0.6
SORBI_3004G187400,SORBI_3004G187400,,13,0.2,,0.3,
SORBI_3004G187600,SORBI_3004G187600,,,,11,0.5,0.1
SORBI_3004G187701,SORBI_3004G187701,3,17,6,2,15,3
SORBI_3004G187800,SORBI_3004G187800,1,2,3,9,2,0.6
SORBI_3004G187900,SORBI_3004G187900,74,69,73,100,53,38
SORBI_3004G188000,SORBI_3004G188000,47,15,14,14,10,27
SORBI_3004G188100,SORBI_3004G188100,0.1,6,0.2,34,0.4,
SORBI_3004G188201,SORBI_3004G188201,,22,,,0.4,
SORBI_3004G188300,SORBI_3004G188300,21,11,15,10,6,15
SORBI_3004G188400,SORBI_3004G188400,39,53,2,21,46,39
SORBI_3004G188500,SORBI_3004G188500,45,32,34,27,22,45
SORBI_3004G188600,SORBI_3004G188600,10,12,14,25,10,12
SORBI_3004G188701,SORBI_3004G188701,1,0.1,3,0.3,0.3,0.4
SORBI_3004G188800,SORBI_3004G188800,11,8,80,1,1,8
SORBI_3004G189000,SORBI_3004G189000,0.9,1,,,0.5,0.6
SORBI_3004G189100,SORBI_3004G189100,0.2,0.3,6,0.2,,
SORBI_3004G189200,SORBI_3004G189200,13,19,18,16,11,11
SORBI_3004G189400,SORBI_3004G189400,2,25,2,8,2,0.4
SORBI_3004G189500,SORBI_3004G189500,2,6,11,9,3,
SORBI_3004G189600,SORBI_3004G189600,4,4,5,1,7,4
SORBI_3004G189700,SORBI_3004G189700,12,4,6,1,2,10
SORBI_3004G189800,SORBI_3004G189800,24,50,112,2,217,32
SORBI_3004G189900,SORBI_3004G189900,134,64,94,114,91,147
SORBI_3004G190100,SORBI_3004G190100,2,2,6,5,6,1
SORBI_3004G190200,SORBI_3004G190200,25,3,29,0.9,1,25
SORBI_3004G190300,SORBI_3004G190300,5,0.5,36,0.2,0.2,5
SORBI_3004G190400,SORBI_3004G190400,0.1,258,0.8,,,0.1
SORBI_3004G190500,SORBI_3004G190500,5,8,46,12,0.5,6
SORBI_3004G190600,SORBI_3004G190600,350,217,355,236,112,384
SORBI_3004G190700,SORBI_3004G190700,109,74,44,86,57,77
SORBI_3004G190800,SORBI_3004G190800,13,4,6,0.8,4,10
SORBI_3004G190900,SORBI_3004G190900,13,2,7,0.8,5,11
SORBI_3004G191000,SORBI_3004G191000,,4,,21,0.2,
SORBI_3004G191100,SORBI_3004G191100,0.7,2,0.1,4,0.9,0.6
SORBI_3004G191200,SORBI_3004G191200,0.9,4,,0.4,68,2
SORBI_3004G191300,SORBI_3004G191300,,0.1,,0.1,,
SORBI_3004G191400,SORBI_3004G191400,0.1,4,2,0.7,0.2,
SORBI_3004G191500,SORBI_3004G191500,81,301,152,143,136,78
SORBI_3004G191600,SORBI_3004G191600,61,8,16,9,8,59
SORBI_3004G191700,SORBI_3004G191700,,10,3,18,8,
SORBI_3004G191800,SORBI_3004G191800,0.2,0.8,0.3,,3,0.1
SORBI_3004G191901,SORBI_3004G191901,4,10,11,56,6,3
SORBI_3004G192001,SORBI_3004G192001,2,2,4,34,5,2
SORBI_3004G192100,SORBI_3004G192100,0.7,2,0.5,5,1,0.4
SORBI_3004G192200,SORBI_3004G192200,20,10,21,14,7,17
SORBI_3004G192300,SORBI_3004G192300,6,0.5,2,1,0.8,5
SORBI_3004G192400,SORBI_3004G192400,25,20,12,11,8,23
SORBI_3004G192450,SORBI_3004G192450,4,2,4,0.9,2,5
SORBI_3004G192500,SORBI_3004G192500,15,4,16,3,3,13
SORBI_3004G192600,SORBI_3004G192600,,3,,,,
SORBI_3004G192700,SORBI_3004G192700,54,15,28,11,8,52
SORBI_3004G192800,SORBI_3004G192800,0.6,6,1,5,2,0.2
SORBI_3004G192900,SORBI_3004G192900,23,11,19,9,6,21
SORBI_3004G193000,SORBI_3004G193000,0.2,53,0.8,2,15,0.2
SORBI_3004G193200,SORBI_3004G193200,15,15,6,3,7,15
SORBI_3004G193300,SORBI_3004G193300,27,14,25,15,8,25
SORBI_3004G193350,SORBI_3004G193350,0.5,,0.3,,,0.3
SORBI_3004G193400,SORBI_3004G193400,50,689,4,3,2736,69
SORBI_3004G193500,SORBI_3004G193500,0.2,9,0.1,34,5,1
SORBI_3004G193600,SORBI_3004G193600,70,90,111,115,106,71
SORBI_3004G193700,SORBI_3004G193700,41,60,108,77,74,48
SORBI_3004G193800,SORBI_3004G193800,28,9,20,3,10,26
SORBI_3004G193900,SORBI_3004G193900,1,,3,2,0.3,0.8
SORBI_3004G194000,SORBI_3004G194000,5,13,8,2,8,5
SORBI_3004G194100,SORBI_3004G194100,22,12,17,13,9,30
SORBI_3004G194200,SORBI_3004G194200,,,0.9,,,0.4
SORBI_3004G194400,SORBI_3004G194400,7,3,5,2,2,6
SORBI_3004G194500,SORBI_3004G194500,0.3,3,,,0.2,0.4
SORBI_3004G194600,SORBI_3004G194600,0.1,,,,,
SORBI_3004G194700,SORBI_3004G194700,16,16,3,6,5,9
SORBI_3004G194800,SORBI_3004G194800,45,68,85,60,37,69
SORBI_3004G194900,SORBI_3004G194900,97,121,93,101,58,113
SORBI_3004G194950,SORBI_3004G194950,,,,0.1,,
SORBI_3004G195000,SORBI_3004G195000,,0.3,,13,2,
SORBI_3004G195300,SORBI_3004G195300,0.1,0.1,,2,,
SORBI_3004G195400,SORBI_3004G195400,,6,,,0.8,0.1
SORBI_3004G195700,SORBI_3004G195700,,1,,0.7,2,
SORBI_3004G195800,SORBI_3004G195800,1,36,,6,13,0.4
SORBI_3004G195900,SORBI_3004G195900,,0.2,9,,,
SORBI_3004G196000,SORBI_3004G196000,,,0.6,,,
SORBI_3004G196101,SORBI_3004G196101,,0.1,,0.4,,
SORBI_3004G196200,SORBI_3004G196200,,,2,,,
SORBI_3004G196300,SORBI_3004G196300,66,98,76,88,75,86
SORBI_3004G196400,SORBI_3004G196400,347,181,262,159,108,383
SORBI_3004G196500,SORBI_3004G196500,,0.4,0.3,,,
SORBI_3004G196600,SORBI_3004G196600,,,,,,0.1
SORBI_3004G196700,SORBI_3004G196700,31,15,16,16,11,24
SORBI_3004G196800,SORBI_3004G196800,18,8,32,7,2,18
SORBI_3004G196900,SORBI_3004G196900,,4,5,,,
SORBI_3004G197000,SORBI_3004G197000,4,8,8,,0.8,0.7
SORBI_3004G197100,SORBI_3004G197100,0.3,0.5,19,0.4,3,
SORBI_3004G197200,SORBI_3004G197200,,71,0.2,0.1,,
SORBI_3004G197300,SORBI_3004G197300,0.2,,0.3,0.1,0.1,0.8
SORBI_3004G197400,SORBI_3004G197400,35,7,31,15,3,55
SORBI_3004G197600,SORBI_3004G197600,219,113,317,209,85,193
SORBI_3004G197700,SORBI_3004G197700,4,3,2,0.9,5,4
SORBI_3004G197800,SORBI_3004G197800,2,19,,36,30,6
