GeneID	GeneName	leaf	early_infl	emer_infl	seed_5DAP	seed_10DAP	anther	pistil	embryo	endosperm
SORBI_3003G418300	SORBI_3003G418300		26	2				3		
SORBI_3003G418400	SORBI_3003G418400		11	10	11	5	22	14	21	5
SORBI_3003G418700	SORBI_3003G418700	22	49	189	50	15	19	45	18	8
SORBI_3003G418766	SORBI_3003G418766	38	93	263	253	24	16	96	8	17
SORBI_3003G418800	SORBI_3003G418800		2							
SORBI_3003G418900	SORBI_3003G418900		6	5	3	1	67	6	6	
SORBI_3003G419100	SORBI_3003G419100	64	28	55	68	57	20	47	16	66
SORBI_3003G419300	SORBI_3003G419300				1				41	3
SORBI_3003G419400	SORBI_3003G419400				2	2		1	22	4
SORBI_3003G419500	SORBI_3003G419500					5			35	4
SORBI_3003G419600	SORBI_3003G419600		1							
SORBI_3003G419700	SORBI_3003G419700		30	1	16			10		
SORBI_3003G419800	SORBI_3003G419800		2	2	2		1	1	1	
SORBI_3003G419900	SORBI_3003G419900	179	17	37	48	11	9	32	4	13
SORBI_3003G420000	SORBI_3003G420000		6	5	4	1	4	4	4	1
SORBI_3003G420100	SORBI_3003G420100		93	45	45	7	5	36	41	2
SORBI_3003G420201	SORBI_3003G420201	5	51	67	10	5	17	14	6	10
SORBI_3003G420300	SORBI_3003G420300	4	126	100	71	20	11	102	104	12
SORBI_3003G420400	SORBI_3003G420400	10	22	25	27	7	38	27	39	3
SORBI_3003G420500	SORBI_3003G420500		2	34			388	5		
SORBI_3003G420600	SORBI_3003G420600			1	1					
SORBI_3003G420700	SORBI_3003G420700	16	38	23	38	23	8	47	49	28
SORBI_3003G420800	SORBI_3003G420800		68	30	36	9	3	37	11	4
SORBI_3003G420900	SORBI_3003G420900	41	72	84	68	38	70	55	106	20
SORBI_3003G421000	SORBI_3003G421000	4		4			18		3	
SORBI_3003G421100	SORBI_3003G421100	16	1	5	1	1	15			
SORBI_3003G421201	SORBI_3003G421201	24	60	34	75	28	38	61	41	27
SORBI_3003G421300	SORBI_3003G421300							1		
SORBI_3003G421400	SORBI_3003G421400	65	15	29	15	7	3	31	18	25
SORBI_3003G421700	SORBI_3003G421700	259								
SORBI_3003G421800	SORBI_3003G421800	4	14	18	13	14	6	11	17	26
SORBI_3003G421900	SORBI_3003G421900		8	15		14			6	47
SORBI_3003G422000	SORBI_3003G422000	27	1	94	4		4	3		4
SORBI_3003G422200	SORBI_3003G422200	3								
SORBI_3003G422300	SORBI_3003G422300	12	22	18	33	8	12	27	23	8
SORBI_3003G422500	SORBI_3003G422500	20	27	36	27	13	24	33	20	16
SORBI_3003G422600	SORBI_3003G422600	1					6			
SORBI_3003G422700	SORBI_3003G422700	25	1	1	3	2	1	1	8	3
SORBI_3003G422800	SORBI_3003G422800	12	2	4		1			15	
SORBI_3003G422900	SORBI_3003G422900	30	53	56	51	28	44	45	38	27
SORBI_3003G423000	SORBI_3003G423000		4	3	2			5	2	
SORBI_3003G423100	SORBI_3003G423100	2	7	3	8			13	2	3
SORBI_3003G423200	SORBI_3003G423200	2	4	3	3			3		
SORBI_3003G423300	SORBI_3003G423300		1							
SORBI_3003G423500	SORBI_3003G423500		12	3			10			2
SORBI_3003G423600	SORBI_3003G423600		19	6	12	2	5	19	15	
SORBI_3003G423700	SORBI_3003G423700		9	9	13	1	28	9	6	
SORBI_3003G423800	SORBI_3003G423800		6	9	7	4	10	15	11	2
SORBI_3003G423900	SORBI_3003G423900	8	24	7	21	12	15	30	17	7
SORBI_3003G424000	SORBI_3003G424000		1		1					2
SORBI_3003G424100	SORBI_3003G424100		10	5	7			6	2	
SORBI_3003G424200	SORBI_3003G424200	57	37	70	33	18	35	45	33	25
SORBI_3003G424300	SORBI_3003G424300	2	26	36	60	15	31	39	15	9
SORBI_3003G424400	SORBI_3003G424400	9	6	6	15	3	2	13	6	2
SORBI_3003G424500	SORBI_3003G424500	121	117	63	53	17	4	18	1	49
SORBI_3003G424800	SORBI_3003G424800	25	57	65	113	40	36	77	68	65
SORBI_3003G424950	SORBI_3003G424950		25	8	3			6	5	
SORBI_3003G425100	SORBI_3003G425100	4	15	19	21	9	6	19	20	9
SORBI_3003G425200	SORBI_3003G425200	53	65	31	69	12	35	110	36	15
SORBI_3003G425300	SORBI_3003G425300	5	7	7	5	3	6	8	21	2
SORBI_3003G425500	SORBI_3003G425500	18	37	20	43	7	54	84	30	6
SORBI_3003G425600	SORBI_3003G425600					5	7			9
SORBI_3003G425850	SORBI_3003G425850	1					2			
SORBI_3003G426000	SORBI_3003G426000								2	
SORBI_3003G426200	SORBI_3003G426200	2	1	3	4					
SORBI_3003G426300	SORBI_3003G426300	4					7			
SORBI_3003G426400	SORBI_3003G426400	8	1			1	2	2	23	
SORBI_3003G426500	SORBI_3003G426500	4							8	
SORBI_3003G426600	SORBI_3003G426600	1								
SORBI_3003G426700	SORBI_3003G426700	6	8	4	2		2	5	9	
SORBI_3003G426800	SORBI_3003G426800	46	53	77	71	49	56	83	103	58
SORBI_3003G426900	SORBI_3003G426900	16	9	27	18	15	12	12	19	15
SORBI_3003G427000	SORBI_3003G427000		2	4		7	40		132	4
SORBI_3003G427100	SORBI_3003G427100	24	66	44	49	44	19	85	61	42
SORBI_3003G427200	SORBI_3003G427200	11	27	29	25	23	62	21	176	7
SORBI_3003G427300	SORBI_3003G427300		5	4	7	9		8	101	4
SORBI_3003G427400	SORBI_3003G427400			1						
SORBI_3003G427500	SORBI_3003G427500	3	2	2	1			2		2
SORBI_3003G427600	SORBI_3003G427600	22	113	71	52	17	94	56	42	12
SORBI_3003G427700	SORBI_3003G427700		245	100	1					
SORBI_3003G427800	SORBI_3003G427800		3							
SORBI_3003G427900	SORBI_3003G427900		2	35			4			
SORBI_3003G428000	SORBI_3003G428000	12	32	41	18	11	113	26	21	7
SORBI_3003G428100	SORBI_3003G428100	22	74	51	35	15	41	103	35	14
SORBI_3003G428200	SORBI_3003G428200	29	73	109	85	58	67	67	103	43
SORBI_3003G428300	SORBI_3003G428300	30	35	31	37	7	22	56	11	9
SORBI_3003G428400	SORBI_3003G428400	18	57	72	51	30	55	64	57	21
SORBI_3003G428500	SORBI_3003G428500			6			14			
SORBI_3003G428600	SORBI_3003G428600	23	2	3	14	1	6	6	2	1
SORBI_3003G428700	SORBI_3003G428700	3			13			5	3	
SORBI_3003G428800	SORBI_3003G428800	155								
SORBI_3003G428900	SORBI_3003G428900	4	7	17	2	2		1	5	3
SORBI_3003G429000	SORBI_3003G429000	5	23	22	15	4	2	17	15	4
SORBI_3003G429101	SORBI_3003G429101								2	
SORBI_3003G429200	SORBI_3003G429200	21	14	6	11	4	5	8	10	3
SORBI_3003G429300	SORBI_3003G429300	1	1		1	3				3
SORBI_3003G429401	SORBI_3003G429401		21	2	4			6		
SORBI_3003G429600	SORBI_3003G429600	2	3	1			2	3		1
SORBI_3003G429650	SORBI_3003G429650	7	7	11	8	5	8	8	7	2
SORBI_3003G429700	SORBI_3003G429700	72	131	103	116	67	114	181	118	141
SORBI_3003G429800	SORBI_3003G429800	13	98	38	23	11	4	42	25	5
SORBI_3003G429900	SORBI_3003G429900	19	19	24	16	8	25	17	15	5
SORBI_3003G430000	SORBI_3003G430000		4	9						
SORBI_3003G430100	SORBI_3003G430100	14	18	18	49	75	13	37	65	73
SORBI_3003G430400	SORBI_3003G430400	1			5			5		
SORBI_3003G430800	SORBI_3003G430800		6							
SORBI_3003G430900	SORBI_3003G430900	10	20	20	5	9	23	6	19	5
SORBI_3003G430950	SORBI_3003G430950								4	1
SORBI_3003G431000	SORBI_3003G431000		2	4	2	3	1	2	9	8
SORBI_3003G431100	SORBI_3003G431100	2	1	6	38	27	6	2	3	34
SORBI_3003G431200	SORBI_3003G431200	3	9	11	8	10	21	10	9	10
SORBI_3003G431400	SORBI_3003G431400	6	3	9	8	5	14	8	2	5
SORBI_3003G431600	SORBI_3003G431600	13	75	61	80	17	62	67	59	8
SORBI_3003G431700	SORBI_3003G431700	3288	41	263	216	71	96	142	2	78
SORBI_3003G431800	SORBI_3003G431800			2			10			
SORBI_3003G431900	SORBI_3003G431900	962	6	8		3			39	2
SORBI_3003G432000	SORBI_3003G432000		105	3	17	7		10	30	
SORBI_3003G432100	SORBI_3003G432100	7	27	38	52	16	7	41	29	18
SORBI_3003G432200	SORBI_3003G432200	3	7	7	6	2	1	5	13	1
SORBI_3003G432300	SORBI_3003G432300	3	30	29	25	16	16	22	44	12
SORBI_3003G432500	SORBI_3003G432500	103	27	53	56	24	21	24	31	27
SORBI_3003G432600	SORBI_3003G432600		2	2			11			
SORBI_3003G432700	SORBI_3003G432700			2	11	5	2	5	38	3
SORBI_3003G432800	SORBI_3003G432800	4	13	16	19	6	22	16	17	8
SORBI_3003G432900	SORBI_3003G432900	1	22	9	3		3	3		
SORBI_3003G433000	SORBI_3003G433000				2					
SORBI_3003G433100	SORBI_3003G433100	20	31	32	17	16	26	17	24	22
SORBI_3003G433200	SORBI_3003G433200	18	24	32	35	12	30	20	34	8
SORBI_3003G433300	SORBI_3003G433300	4	8	12	10	9	15	7	41	8
SORBI_3003G433400	SORBI_3003G433400	9	10	22	17	6	69	9	10	6
SORBI_3003G433500	SORBI_3003G433500	53	165	117	151	126	61	170	156	112
SORBI_3003G433600	SORBI_3003G433600		3	2	3			3	2	
SORBI_3003G433750	SORBI_3003G433750	23	30	38	34	10	42	31	29	8
SORBI_3003G433900	SORBI_3003G433900	468	35	118	67	15	8	41	8	19
SORBI_3003G434000	SORBI_3003G434000	20	62	50	79	25	28	98	42	42
SORBI_3003G434100	SORBI_3003G434100						7			
SORBI_3003G434200	SORBI_3003G434200	1	8	8	25	4	11	17	3	4
SORBI_3003G434300	SORBI_3003G434300								2	
SORBI_3003G434600	SORBI_3003G434600	10	21	13	67	41	11	85	3	34
SORBI_3003G434700	SORBI_3003G434700	22	25	28	29	9	19	28	25	7
SORBI_3003G434800	SORBI_3003G434800	5	6	9	6	4	4	8	10	2
SORBI_3003G434900	SORBI_3003G434900	53	26	37	36	27	9	29	24	17
SORBI_3003G435000	SORBI_3003G435000	6	15	12	22	11	24	14	10	14
SORBI_3003G435100	SORBI_3003G435100	28	25	17				4		
SORBI_3003G435200	SORBI_3003G435200	17	24	40	50	15	18	42	43	19
SORBI_3003G435300	SORBI_3003G435300		4	9	8	6	33	6	10	3
SORBI_3003G435400	SORBI_3003G435400			1	1		2		2	
SORBI_3003G435500	SORBI_3003G435500	9	72	90	36	17	10	64	64	17
SORBI_3003G435600	SORBI_3003G435600	8	5	11	7	14	6	2	4	11
SORBI_3003G435700	SORBI_3003G435700		8	2	4	1		25	41	12
SORBI_3003G435800	SORBI_3003G435800	545	13	6	24	16	9	43	5	19
SORBI_3003G435900	SORBI_3003G435900	3					2		5	
SORBI_3003G436000	SORBI_3003G436000	4	3	5	8	4	14	4		1
SORBI_3003G436100	SORBI_3003G436100									2
SORBI_3003G436200	SORBI_3003G436200	4	20	13	13	6	21	20	17	3
SORBI_3003G436300	SORBI_3003G436300	26	40	55	43	26	25	46	23	28
SORBI_3003G436400	SORBI_3003G436400			14			3			
SORBI_3003G436500	SORBI_3003G436500	130	171	258	314	134	148	225	88	398
SORBI_3003G436600	SORBI_3003G436600	6	13	14	25	9	5	20	30	8
SORBI_3003G436700	SORBI_3003G436700	32	259	114	214	110	180	212	234	67
SORBI_3003G436800	SORBI_3003G436800	2	5	2	4	4	1	18		1
SORBI_3003G437200	SORBI_3003G437200	20	3	11	13			9	4	2
SORBI_3003G437300	SORBI_3003G437300			7	7	28		2	8	49
SORBI_3003G437400	SORBI_3003G437400			8	1	469	1	1	5586	765
SORBI_3003G437500	SORBI_3003G437500	36	62	92	92	32	61	95	60	38
SORBI_3003G437600	SORBI_3003G437600	55	2	3	2		1	3	1	1
SORBI_3003G437800	SORBI_3003G437800	1050		19						
SORBI_3003G438100	SORBI_3003G438100		15	1				4	2	
SORBI_3003G438200	SORBI_3003G438200	4	4	8	5	13	9	4	12	33
SORBI_3003G438300	SORBI_3003G438300				58	19				48
SORBI_3003G438400	SORBI_3003G438400	3	7	9	7	4	9	11	7	4
SORBI_3003G438500	SORBI_3003G438500		13	14	17	1	2230	35	15	
SORBI_3003G438600	SORBI_3003G438600	1	1		2	2	7	3	4	3
SORBI_3003G438700	SORBI_3003G438700		13	3	3	363			23	1843
SORBI_3003G438800	SORBI_3003G438800	2	6	2		5		5	2	3
SORBI_3003G438900	SORBI_3003G438900	17	38	35	27	25	7	32	32	31
SORBI_3003G439000	SORBI_3003G439000	51	11	16	10	4		18	3	3
SORBI_3003G439100	SORBI_3003G439100	15	17	6	14	11	14	26	16	9
SORBI_3003G439200	SORBI_3003G439200	3	7	3	3	1		4	1	
SORBI_3003G439501	SORBI_3003G439501	4	3	8	10	3	10	12	1	2
SORBI_3003G439600	SORBI_3003G439600	79	30	42	33	13	18	28	18	7
SORBI_3003G439700	SORBI_3003G439700		4	2	4	2	5	3	6	1
SORBI_3003G439800	SORBI_3003G439800	15	31	34	35	13	15	50	32	16
SORBI_3003G439900	SORBI_3003G439900	19	69	53	88	19	23	69	62	9
SORBI_3003G440200	SORBI_3003G440200		1						1	
SORBI_3003G440300	SORBI_3003G440300	7					2	1		13
SORBI_3003G440400	SORBI_3003G440400	19	10	97	15	15	19	16	10	11
SORBI_3003G440500	SORBI_3003G440500	21	3	5	1	2		3		1
SORBI_3003G440600	SORBI_3003G440600	4	9	13	22	10	15	7	21	5
SORBI_3003G440700	SORBI_3003G440700	18	34	45	36	14	13	48	73	20
SORBI_3003G440800	SORBI_3003G440800	43	64	75	66	20	39	73	32	18
SORBI_3003G440900	SORBI_3003G440900	4	30	12	28	5	3	21		3
SORBI_3003G441000	SORBI_3003G441000			3			40			
SORBI_3003G441200	SORBI_3003G441200	4	10	13	13	7	17	9	18	4
SORBI_3003G441601	SORBI_3003G441601								2	
SORBI_3003G441800	SORBI_3003G441800								2	
SORBI_3003G441900	SORBI_3003G441900	5	7	13	12	4	5	9	11	3
SORBI_3003G442000	SORBI_3003G442000	4	9	11	10	5	7	9	12	7
SORBI_3003G442200	SORBI_3003G442200	13	44	43	77	52	7	79	38	143
SORBI_3003G442300	SORBI_3003G442300	20	210	108	361	58	150	334	143	42
SORBI_3003G442400	SORBI_3003G442400	41	156	121	293	42	116	197	104	43
SORBI_3003G442500	SORBI_3003G442500	1							15	2
SORBI_3003G442601	SORBI_3003G442601	12	6	8	49	9	62	26	19	14
SORBI_3003G442700	SORBI_3003G442700	56	15	23	18	10	3	20	14	10
SORBI_3003G442800	SORBI_3003G442800	7	23	23	27	12	13	29	22	8
SORBI_3003G442900	SORBI_3003G442900	247	49	225	5	1	2	7	3	2
SORBI_3003G443000	SORBI_3003G443000	7	20	46	36	14	11	22	1	14
SORBI_3003G443100	SORBI_3003G443100	21	36	39	34	11	35	39	27	10
SORBI_3003G443200	SORBI_3003G443200		2	2						
SORBI_3003G443300	SORBI_3003G443300	100	338	326	438	113	164	397	184	78
SORBI_3003G443400	SORBI_3003G443400	2	2	4	2	6	16	2	147	4
SORBI_3003G443500	SORBI_3003G443500	45	17	14	14	6	12	24	16	8
SORBI_3003G443601	SORBI_3003G443601	1	10	34		2	2	2	2	4
SORBI_3003G443800	SORBI_3003G443800		2		8			5		
SORBI_3003G443900	SORBI_3003G443900			3	7	3		3		
SORBI_3003G444000	SORBI_3003G444000		3		22	4		5		
SORBI_3003G444100	SORBI_3003G444100		17	3	10		4	16	7	
SORBI_3003G444200	SORBI_3003G444200	2	47	29	53	7	53	62	40	5
SORBI_3003G444300	SORBI_3003G444300		12	8	22	3	2	17	9	2
SORBI_3003G444400	SORBI_3003G444400		79	8						
SORBI_3003G444500	SORBI_3003G444500	56	44	48	64	25	14	41	46	16
SORBI_3003G444600	SORBI_3003G444600	20	31	40	52	10	57	27	20	7
SORBI_3003G444700	SORBI_3003G444700			5			105	1		
SORBI_3003G444800	SORBI_3003G444800	12	31	30	17	15	52	28	27	10
SORBI_3003G444900	SORBI_3003G444900		2	5	2			2		
SORBI_3003G445000	SORBI_3003G445000	14	60	40	43	9	11	42	32	4
SORBI_3003G445100	SORBI_3003G445100	15	14	24	14	7	5	15	14	5
SORBI_3003G445200	SORBI_3003G445200	4	9	12	12	5	16	15	12	5
SORBI_3003G445300	SORBI_3003G445300			39			1006	7	2	
SORBI_3003G445400	SORBI_3003G445400	40	77	92	58	63	89	72	105	60
SORBI_3003G445500	SORBI_3003G445500	9	49	29	22	13	6	35	34	8
SORBI_3003G445600	SORBI_3003G445600						104	1		
SORBI_3003G445700	SORBI_3003G445700		5	4	9		15	7	7	1
SORBI_3003G445750	SORBI_3003G445750						2			
SORBI_3003G445800	SORBI_3003G445800	3	18	11	6	5	5	2	21	5
SORBI_3003G445900	SORBI_3003G445900	3	27	10	20	2	8	13	4	3
SORBI_3003G446000	SORBI_3003G446000	6	2	3	1	1	2	2	2	
SORBI_3003G446100	SORBI_3003G446100	17	32	36	20	19	9	38	26	18
SORBI_3004G000100	SORBI_3004G000100	8	21	41	24	14	46	15	26	9
SORBI_3004G000300	SORBI_3004G000300	20	15	108	3	3		4		5
SORBI_3004G000400	SORBI_3004G000400	11	110	77	124	45	113	107	121	30
SORBI_3004G000500	SORBI_3004G000500	31	114	113	93	38	99	106	86	39
SORBI_3004G000601	SORBI_3004G000601	12	20	11	16	5		5		3
SORBI_3004G000700	SORBI_3004G000700				242	12				7
SORBI_3004G000800	SORBI_3004G000800							3		
SORBI_3004G000900	SORBI_3004G000900								30	1
SORBI_3004G001000	SORBI_3004G001000	8	28	16	22	5	1	26	14	2
SORBI_3004G001200	SORBI_3004G001200	1	27		1			1		
SORBI_3004G001300	SORBI_3004G001300	1178	3	94	32	22	7	14		27
SORBI_3004G001400	SORBI_3004G001400	78	112	113	200	77	88	173	53	105
SORBI_3004G001500	SORBI_3004G001500	36	51	64	32	37	80	38	56	23
SORBI_3004G001600	SORBI_3004G001600		8	4	5	2	7	7	8	2
SORBI_3004G001700	SORBI_3004G001700		116							
SORBI_3004G001800	SORBI_3004G001800		12		4			4		
SORBI_3004G001900	SORBI_3004G001900	10	11	14	24	11	7	18	13	12
SORBI_3004G002000	SORBI_3004G002000	2								2
SORBI_3004G002100	SORBI_3004G002100	23	105	82	62	18	33	93	56	16
SORBI_3004G002200	SORBI_3004G002200	29	160	167	181	39	84	144	123	25
SORBI_3004G002300	SORBI_3004G002300						172	1		
SORBI_3004G002350	SORBI_3004G002350	15	54	31	65	13	21	51	31	15
SORBI_3004G002400	SORBI_3004G002400	47	111	90	104	30	85	125	90	32
SORBI_3004G002500	SORBI_3004G002500	10	36	43	48	13	56	33	37	8
SORBI_3004G002600	SORBI_3004G002600	2	17	109	7	9	60	5	32	23
SORBI_3004G002700	SORBI_3004G002700		4	126	10	11	296	1		1
SORBI_3004G002800	SORBI_3004G002800			38			1616	15		
SORBI_3004G003100	SORBI_3004G003100		4							
SORBI_3004G003300	SORBI_3004G003300			4			8			
SORBI_3004G003401	SORBI_3004G003401	45	48	104	64	38	143	50	34	50
SORBI_3004G003501	SORBI_3004G003501	12	18	22	10	11	39	13	12	8
SORBI_3004G003700	SORBI_3004G003700		102	12	32	4	2	130	59	2
SORBI_3004G003900	SORBI_3004G003900	11	14	16	18	8	11	15	17	6
SORBI_3004G004100	SORBI_3004G004100	5	6	9	11	3	27	9	6	4
SORBI_3004G004200	SORBI_3004G004200	6	11	18	13	14	23	11	12	10
SORBI_3004G004300	SORBI_3004G004300	8	31	27	21	12	21	25	18	12
SORBI_3004G004400	SORBI_3004G004400	8	10	4	19	3	45	19	1	4
SORBI_3004G004600	SORBI_3004G004600	15	182	43	73	15	10	109	57	13
SORBI_3004G004800	SORBI_3004G004800	91	112	37	180	1	516	184		10
SORBI_3004G004900	SORBI_3004G004900	7	12	16	16	6	8	15	11	5
SORBI_3004G005000	SORBI_3004G005000	5	6	4	1	6	2	17	1	21
SORBI_3004G005100	SORBI_3004G005100	2	4	4	3	1	4	4	6	1
SORBI_3004G005200	SORBI_3004G005200	22	16	14	20	14	39	22	14	18
SORBI_3004G005300	SORBI_3004G005300	1	3	4						
SORBI_3004G005400	SORBI_3004G005400	4	12	19	14	10	14	33	1	10
SORBI_3004G005700	SORBI_3004G005700			4	1		21			
SORBI_3004G005900	SORBI_3004G005900		4	7	10	5	7	7	2	4
SORBI_3004G006000	SORBI_3004G006000	5	125	42	48	13	56	78	55	11
SORBI_3004G006100	SORBI_3004G006100	4	1	11	3					1
SORBI_3004G006200	SORBI_3004G006200	11	16	22	24	13	20	28	14	13
SORBI_3004G006300	SORBI_3004G006300	713	2004	1642	1403	973	446	1801	2207	1090
SORBI_3004G006400	SORBI_3004G006400	38					5			
SORBI_3004G006500	SORBI_3004G006500	12	4	1	2		5	3		1
SORBI_3004G006600	SORBI_3004G006600	10	31	34	27	21	9	35	55	23
SORBI_3004G006700	SORBI_3004G006700	33	203	128	68	18	20	98	48	19
SORBI_3004G006900	SORBI_3004G006900	6	18	12	20	6	14	22	10	5
SORBI_3004G007032	SORBI_3004G007032	3	3	2		1		2	4	1
SORBI_3004G007100	SORBI_3004G007100	9	6	13	14	6	6	6	13	4
SORBI_3004G007133	SORBI_3004G007133		19	14	14	4	8	18	21	2
SORBI_3004G007166	SORBI_3004G007166	2		4		2	4		6	
SORBI_3004G007300	SORBI_3004G007300	94	261	293	339	127	330	367	289	139
SORBI_3004G007400	SORBI_3004G007400		2	5	4		23	3		
SORBI_3004G007500	SORBI_3004G007500	142	68	25	48	47	3	122	1	4
SORBI_3004G007600	SORBI_3004G007600	21	84	196	43	16	19	67	25	9
SORBI_3004G007700	SORBI_3004G007700	5	48	32	28	12	53	42	35	12
SORBI_3004G007800	SORBI_3004G007800	8	33	32	9	3	7	20	6	2
SORBI_3004G007850	SORBI_3004G007850	3	17	7	1		2	9	2	
SORBI_3004G007900	SORBI_3004G007900	4	27	18	13	4	22	31	24	2
SORBI_3004G008000	SORBI_3004G008000	1		1	1		1		1	
SORBI_3004G008100	SORBI_3004G008100	2						1		
SORBI_3004G008200	SORBI_3004G008200						54			
SORBI_3004G008400	SORBI_3004G008400	63	333	157	447	99	134	260	212	88
SORBI_3004G008500	SORBI_3004G008500						38	3		
SORBI_3004G008700	SORBI_3004G008700				7	7				2
SORBI_3004G009000	SORBI_3004G009000		3		3	1				
SORBI_3004G009100	SORBI_3004G009100	4	8	12	12	3	11	11	10	4
SORBI_3004G009600	SORBI_3004G009600	56	176	134	70	39	126	170	139	51
SORBI_3004G009700	SORBI_3004G009700			4				1		
SORBI_3004G009800	SORBI_3004G009800	2		7			3			
SORBI_3004G009900	SORBI_3004G009900				4					
SORBI_3004G010000	SORBI_3004G010000	1	69	292	447	266	24	109	8	123
SORBI_3004G010101	SORBI_3004G010101		3					3		1
SORBI_3004G010151	SORBI_3004G010151	1	2	3	3	2	5	2	2	
SORBI_3004G010200	SORBI_3004G010200	4	9	11	13	8	8	9	17	4
SORBI_3004G010300	SORBI_3004G010300	10	4	5	6	3	6	11		3
SORBI_3004G010500	SORBI_3004G010500	14	48	40	51	27	39	49	102	20
SORBI_3004G010600	SORBI_3004G010600	7	27	21	19	8	12	27	33	6
SORBI_3004G010700	SORBI_3004G010700	5	21	16	23	12	13	20	22	10
SORBI_3004G010800	SORBI_3004G010800		2	3	2	3	6	2	3	1
SORBI_3004G010900	SORBI_3004G010900	14	26	30	23	9	27	26	17	10
SORBI_3004G011000	SORBI_3004G011000	21	77	62	83	20	37	114	94	14
SORBI_3004G011100	SORBI_3004G011100						2			
SORBI_3004G011201	SORBI_3004G011201	11					6	2		
SORBI_3004G011300	SORBI_3004G011300	36	21	31	36	9	16	36	27	5
SORBI_3004G011433	SORBI_3004G011433	2	4	3	3	3	15	6	2	1
SORBI_3004G011566	SORBI_3004G011566	2246	325	843	655	757	461	1581	60	730
SORBI_3004G011700	SORBI_3004G011700	136	690	426	777	623	1565	542	288	286
SORBI_3004G011900	SORBI_3004G011900						3			
SORBI_3004G012000	SORBI_3004G012000	4	31	21	24	15	24	29	27	14
SORBI_3004G012100	SORBI_3004G012100	68	61	95	118	43	54	131	51	48
SORBI_3004G012200	SORBI_3004G012200	5	1	2			1	5		
SORBI_3004G012400	SORBI_3004G012400	4	42	24	30	14	36	35	38	11
SORBI_3004G012700	SORBI_3004G012700		64	27	39	13	1	72	22	14
SORBI_3004G012800	SORBI_3004G012800	63	170	144	212	86	156	169	59	115
SORBI_3004G012900	SORBI_3004G012900	131	13	25	22	8	3	16	15	5
SORBI_3004G013000	SORBI_3004G013000	11	21	27	39	8	34	19	20	7
SORBI_3004G013100	SORBI_3004G013100	10	17	31	59	38	31	20	11	27
SORBI_3004G013300	SORBI_3004G013300	3	15	14	14	3	1	20	3	1
SORBI_3004G013400	SORBI_3004G013400	4	1	2						
SORBI_3004G013500	SORBI_3004G013500		10	14	9		385	6	1	
SORBI_3004G013600	SORBI_3004G013600	7	23	19	21	8	12	24	17	10
SORBI_3004G013800	SORBI_3004G013800	2	3	6	4	2	9	3	25	7
SORBI_3004G014000	SORBI_3004G014000	7	7	22	1	4	6	6	3	7
SORBI_3004G014100	SORBI_3004G014100		35	37	51	33	28	36	36	29
SORBI_3004G014200	SORBI_3004G014200		1	8	9		122	1		
SORBI_3004G014300	SORBI_3004G014300							2	2	
SORBI_3004G014400	SORBI_3004G014400		2				3	2	5	
SORBI_3004G014500	SORBI_3004G014500						13	5		
SORBI_3004G014700	SORBI_3004G014700				18	2		4		
SORBI_3004G014800	SORBI_3004G014800				2					
SORBI_3004G014900	SORBI_3004G014900			4			20			
SORBI_3004G015000	SORBI_3004G015000							13		
SORBI_3004G015050	SORBI_3004G015050				5					
SORBI_3004G015100	SORBI_3004G015100				4					
SORBI_3004G015150	SORBI_3004G015150				4					
SORBI_3004G015200	SORBI_3004G015200				76				1	
SORBI_3004G015300	SORBI_3004G015300	16	91	98	87	41	44	98	62	46
SORBI_3004G015400	SORBI_3004G015400	42	5	4	17	42	13	18	5	186
SORBI_3004G015500	SORBI_3004G015500	3	2	2	2	4		3	5	5
SORBI_3004G015700	SORBI_3004G015700	17	22	18	12	11	4	14	17	7
SORBI_3004G015800	SORBI_3004G015800	19	41	49	50	24	54	49	23	20
SORBI_3004G015900	SORBI_3004G015900		10	2						
SORBI_3004G016000	SORBI_3004G016000	15	36	48	40	10	34	43	24	11
SORBI_3004G016100	SORBI_3004G016100	17	25	23	17	7	92	16	21	8
SORBI_3004G016300	SORBI_3004G016300	6	13	6	10	5	6	16	12	8
SORBI_3004G016400	SORBI_3004G016400	105	66	68	60	25	46	55	14	12
SORBI_3004G016500	SORBI_3004G016500	6	7	4	2			10	4	1
SORBI_3004G016600	SORBI_3004G016600	7	31	7	5	2		10	7	2
SORBI_3004G016700	SORBI_3004G016700	7	9	5	3	1		10	4	1
SORBI_3004G016800	SORBI_3004G016800	2	1	9	2	3	81		8	
SORBI_3004G016900	SORBI_3004G016900		1							
SORBI_3004G017000	SORBI_3004G017000	1								
SORBI_3004G017100	SORBI_3004G017100		1	1	2		1		2	
SORBI_3004G017200	SORBI_3004G017200	30	4	18	3	3		3	2	4
SORBI_3004G017300	SORBI_3004G017300	7	24	24	21	13	20	20	29	9
SORBI_3004G017400	SORBI_3004G017400	6	6	14	17	5	10	6	12	4
SORBI_3004G017500	SORBI_3004G017500		99	134	5	3	82	3	1	6
SORBI_3004G017700	SORBI_3004G017700				7	1				2
SORBI_3004G017800	SORBI_3004G017800	237	2	5	1					
SORBI_3004G017900	SORBI_3004G017900	108	522	516	360	99	1041	396	249	94
SORBI_3004G017950	SORBI_3004G017950	11	29	14	9	12	17	28	24	6
SORBI_3004G018000	SORBI_3004G018000	26	20	33	41	29	33	31	50	16
