GeneID	GeneName	leaf	early_infl	emer_infl	seed_5DAP	seed_10DAP	anther	pistil	embryo	endosperm
SORBI_3007G127400	SORBI_3007G127400						24			
SORBI_3007G127550	SORBI_3007G127550						1			
SORBI_3007G127600	SORBI_3007G127600	10	5	3					2	2
SORBI_3007G127700	SORBI_3007G127700				1	11				11
SORBI_3007G127800	SORBI_3007G127800				1		9			
SORBI_3007G127900	SORBI_3007G127900				5	9				
SORBI_3007G127950	SORBI_3007G127950		9	8	11	3	5	9	2	2
SORBI_3007G128000	SORBI_3007G128000		1	59	3	14	335	2		18
SORBI_3007G128100	SORBI_3007G128100	6	56	36	62	7	7	76	24	6
SORBI_3007G128200	SORBI_3007G128200		7	12	30	7	2	31	1	2
SORBI_3007G128300	SORBI_3007G128300				2					
SORBI_3007G128400	SORBI_3007G128400		1		4	6		4		6
SORBI_3007G128500	SORBI_3007G128500	59	53	100	115	79	56	132	20	121
SORBI_3007G128600	SORBI_3007G128600		3	2	2	1		2	2	
SORBI_3007G129000	SORBI_3007G129000		48	10	30	20	2	14	16	11
SORBI_3007G129100	SORBI_3007G129100	6								
SORBI_3007G129201	SORBI_3007G129201	13	1	1						1
SORBI_3007G129300	SORBI_3007G129300		2		3			5	2	
SORBI_3007G129401	SORBI_3007G129401		3		1				2	
SORBI_3007G129500	SORBI_3007G129500						1		2	
SORBI_3007G129800	SORBI_3007G129800			2			100			
SORBI_3007G129900	SORBI_3007G129900	7	3	4	2	1	25	4	1	
SORBI_3007G130000	SORBI_3007G130000		10	4	11		7	11	6	
SORBI_3007G130100	SORBI_3007G130100	8	13	2	2			3		2
SORBI_3007G130300	SORBI_3007G130300	12	49	38	44	30	16	55	39	32
SORBI_3007G130400	SORBI_3007G130400	27	6	12	8	4	9	6	9	3
SORBI_3007G130500	SORBI_3007G130500	5	14	14	13	6	4	13	10	5
SORBI_3007G130600	SORBI_3007G130600	55	69	89	29	73	24	90	124	128
SORBI_3007G130701	SORBI_3007G130701	3	3	7	6	1	5	5	2	1
SORBI_3007G130800	SORBI_3007G130800	56	97	291	167	89	118	82	107	87
SORBI_3007G130900	SORBI_3007G130900		19	2	6	2		4	6	
SORBI_3007G131000	SORBI_3007G131000		3	9			180		5	
SORBI_3007G131100	SORBI_3007G131100				3	17				8
SORBI_3007G131200	SORBI_3007G131200	4		25		2	2			
SORBI_3007G131300	SORBI_3007G131300						2			
SORBI_3007G131600	SORBI_3007G131600	14	1	7	20	3		7		
SORBI_3007G131700	SORBI_3007G131700	3			3	1				5
SORBI_3007G131800	SORBI_3007G131800	6		2						
SORBI_3007G131900	SORBI_3007G131900	34	39	31	15	17	9	42	74	36
SORBI_3007G132000	SORBI_3007G132000	9	6	4	3			2	3	
SORBI_3007G132100	SORBI_3007G132100	21	38	47	42	20	47	39	47	15
SORBI_3007G132200	SORBI_3007G132200	5	17	11	8	3	10	16	19	2
SORBI_3007G132400	SORBI_3007G132400	19	45	33	35	18	28	42	31	20
SORBI_3007G132500	SORBI_3007G132500	16	15	14	12	3	9	19	9	4
SORBI_3007G132600	SORBI_3007G132600	1	5	4						
SORBI_3007G132650	SORBI_3007G132650			2			2		1	
SORBI_3007G132700	SORBI_3007G132700	22	25	39	50	19	11	32	19	15
SORBI_3007G132900	SORBI_3007G132900	9	199	46	148	22	22	336	43	19
SORBI_3007G133000	SORBI_3007G133000	26	11	17	3	3	7	5	6	2
SORBI_3007G133100	SORBI_3007G133100			2			6			
SORBI_3007G133400	SORBI_3007G133400	1	10	13	15	11	12	24		12
SORBI_3007G133700	SORBI_3007G133700	13	21	23	16	9	23	19	13	7
SORBI_3007G133733	SORBI_3007G133733		3				1	5	2	3
SORBI_3007G133766	SORBI_3007G133766			1			1			
SORBI_3007G133800	SORBI_3007G133800			2			15			
SORBI_3007G134000	SORBI_3007G134000	68	238	130	181	85	202	178	78	60
SORBI_3007G134100	SORBI_3007G134100	2	7	5	8	2	3	7	5	2
SORBI_3007G134260	SORBI_3007G134260						91			
SORBI_3007G134300	SORBI_3007G134300		6	5	3		5	4	5	
SORBI_3007G134400	SORBI_3007G134400	107	47	44	88	86	10	99	143	127
SORBI_3007G134501	SORBI_3007G134501			2			16			
SORBI_3007G134600	SORBI_3007G134600	37	21	23	5	10	30	3	47	16
SORBI_3007G134650	SORBI_3007G134650								2	
SORBI_3007G134700	SORBI_3007G134700		3							
SORBI_3007G134800	SORBI_3007G134800	4	58	24	50	36	30	35	111	12
SORBI_3007G134900	SORBI_3007G134900	35	125	66	121	68	159	117	79	39
SORBI_3007G135000	SORBI_3007G135000	8	20	11	11	4	7	26		3
SORBI_3007G135100	SORBI_3007G135100	2		1	1		1	1	8	
SORBI_3007G135301	SORBI_3007G135301						1			
SORBI_3007G135700	SORBI_3007G135700		5							
SORBI_3007G135800	SORBI_3007G135800	421	14	28	27	18	42	39	28	36
SORBI_3007G135900	SORBI_3007G135900		14	2	1	9		4	4	19
SORBI_3007G136000	SORBI_3007G136000						4			
SORBI_3007G136100	SORBI_3007G136100	45	82	99	79	26	36	38	57	18
SORBI_3007G136200	SORBI_3007G136200	63	13	17	21	7	35	25	11	7
SORBI_3007G136400	SORBI_3007G136400		1							
SORBI_3007G136500	SORBI_3007G136500		32	4	8			4		
SORBI_3007G136600	SORBI_3007G136600	4	9	5	10	2	3	10	3	2
SORBI_3007G136700	SORBI_3007G136700	25	81	51	52	18	7	62	13	25
SORBI_3007G136800	SORBI_3007G136800	74	81	83	77	49	48	73	72	30
SORBI_3007G136900	SORBI_3007G136900	9734	97	176	214	121	32	205		54
SORBI_3007G137000	SORBI_3007G137000	3	11	10	13	5	11	12	9	3
SORBI_3007G137100	SORBI_3007G137100		3	2	2	1	1	4	3	
SORBI_3007G137101	SORBI_3007G137101		2	1	7	1		16	3	
SORBI_3007G137300	SORBI_3007G137300	3	30	11	4	4	5	9	14	4
SORBI_3007G137350	SORBI_3007G137350	6	24	21	28	6	5	25	34	5
SORBI_3007G137400	SORBI_3007G137400	6	46	9	19	4	49	14	9	3
SORBI_3007G137600	SORBI_3007G137600	66	69	55	90	33	184	85	95	32
SORBI_3007G137700	SORBI_3007G137700	10	23	28	5	6	11	3		32
SORBI_3007G137800	SORBI_3007G137800	1	3	3	3		2	3	2	
SORBI_3007G137900	SORBI_3007G137900	40	40	52	36	30	58	42	39	26
SORBI_3007G138000	SORBI_3007G138000			10	2		125	2		
SORBI_3007G138100	SORBI_3007G138100			1			8			
SORBI_3007G138300	SORBI_3007G138300	5	5	5	7	2	1	4	5	1
SORBI_3007G138700	SORBI_3007G138700	90	317	217	581	183	159	320	204	155
SORBI_3007G138800	SORBI_3007G138800			29						
SORBI_3007G138900	SORBI_3007G138900				8					
SORBI_3007G139000	SORBI_3007G139000		3					2		
SORBI_3007G139100	SORBI_3007G139100	9	10	13	13	9	6	20	4	11
SORBI_3007G139200	SORBI_3007G139200	12	27	7	10	1		64	8	
SORBI_3007G139300	SORBI_3007G139300			9			232	5		
SORBI_3007G139400	SORBI_3007G139400	1	5	4	5	2	4	6	4	2
SORBI_3007G139500	SORBI_3007G139500	1	18	15	24	5	5	16	17	2
SORBI_3007G139600	SORBI_3007G139600	11	30	39	28	9	5	42	27	6
SORBI_3007G139700	SORBI_3007G139700	23	19	34	35	23	51	21	46	20
SORBI_3007G139800	SORBI_3007G139800						6			
SORBI_3007G139900	SORBI_3007G139900	8	13	6	20	8	11	21	6	10
SORBI_3007G139950	SORBI_3007G139950						4			
SORBI_3007G140100	SORBI_3007G140100		9	6	10	3	13	10	11	2
SORBI_3007G140200	SORBI_3007G140200	14	22	10	55	24	15	86	78	68
SORBI_3007G140300	SORBI_3007G140300	4	7	13	13	3	11	7	9	3
SORBI_3007G140400	SORBI_3007G140400	2	3	4	4	2	3	3	6	1
SORBI_3007G140500	SORBI_3007G140500	15	40	22	40	69	17	49	19	41
SORBI_3007G140600	SORBI_3007G140600	46	98	111	125	80	237	98	55	75
SORBI_3007G140700	SORBI_3007G140700	142	35	52	129	18	4	74	77	12
SORBI_3007G140800	SORBI_3007G140800	172	13	25	41	13	43	25	17	12
SORBI_3007G140900	SORBI_3007G140900	61	149	54	91	26	4	108	68	15
SORBI_3007G141001	SORBI_3007G141001						16			
SORBI_3007G141100	SORBI_3007G141100	6	27	12	26	8	53	30	9	9
SORBI_3007G141200	SORBI_3007G141200	109	15	31	4		24	10	27	
SORBI_3007G141300	SORBI_3007G141300	1								
SORBI_3007G141500	SORBI_3007G141500				3	5	1			
SORBI_3007G141600	SORBI_3007G141600		9	12	10	2	28	15	5	
SORBI_3007G141700	SORBI_3007G141700	11			6					
SORBI_3007G141900	SORBI_3007G141900	2	2	2	1		2	2	3	
SORBI_3007G142000	SORBI_3007G142000	2	3	3	3			4	2	
SORBI_3007G142050	SORBI_3007G142050	8	11	10	8	6	7	7	13	3
SORBI_3007G142100	SORBI_3007G142100	5	10	6	17	8	2	28	19	22
SORBI_3007G142200	SORBI_3007G142200	230	162	18	106	8	44	115	42	6
SORBI_3007G142300	SORBI_3007G142300		25	6	1		1			
SORBI_3007G142400	SORBI_3007G142400			1	1		4	1		
SORBI_3007G142500	SORBI_3007G142500	9	27	24	23	11	27	20	17	10
SORBI_3007G142600	SORBI_3007G142600		2	3	3	2	19	2	3	1
SORBI_3007G142700	SORBI_3007G142700	2								
SORBI_3007G142801	SORBI_3007G142801						7			
SORBI_3007G142900	SORBI_3007G142900	2	29	8			2	11	16	
SORBI_3007G143000	SORBI_3007G143000	9	43	31	52	9	34	34	27	11
SORBI_3007G143100	SORBI_3007G143100			3	7		12		2	
SORBI_3007G143250	SORBI_3007G143250	3	8	12	6	5	21	15	4	3
SORBI_3007G143300	SORBI_3007G143300	6	9	16	17	8	23	14	8	11
SORBI_3007G143400	SORBI_3007G143400	5			34	5	2	20	2	12
SORBI_3007G143500	SORBI_3007G143500	8	29	22	21	17	25	21	29	16
SORBI_3007G143600	SORBI_3007G143600		1				2	1		
SORBI_3007G143700	SORBI_3007G143700	34	5	21	15	3	4	12	10	3
SORBI_3007G143800	SORBI_3007G143800	4	11	6	10	8	5	23	62	7
SORBI_3007G143900	SORBI_3007G143900	3	149	114	7	4	91	53	8	3
SORBI_3007G144000	SORBI_3007G144000	2	43	8	9	2	21	22	8	
SORBI_3007G144100	SORBI_3007G144100		8	25	21	6	75	20	15	6
SORBI_3007G144200	SORBI_3007G144200		3	2	3			3	1	
SORBI_3007G144300	SORBI_3007G144300		3		13	4		1		4
SORBI_3007G144501	SORBI_3007G144501		2		2			2	3	
SORBI_3007G144600	SORBI_3007G144600		8	19	21	4	15	28	13	2
SORBI_3007G144900	SORBI_3007G144900	16	21	10	5			8		
SORBI_3007G145000	SORBI_3007G145000	28	528	311	95	35	57	666	75	2
SORBI_3007G145100	SORBI_3007G145100	9	33	33	21	11	13	45	38	12
SORBI_3007G145200	SORBI_3007G145200	16	17	20	32	10	13	29	19	7
SORBI_3007G145400	SORBI_3007G145400	8	32	26	19	9	26	23	29	7
SORBI_3007G145500	SORBI_3007G145500			11			157	1		
SORBI_3007G145600	SORBI_3007G145600				22	2	2	3		
SORBI_3007G145700	SORBI_3007G145700	5			5					2
SORBI_3007G145801	SORBI_3007G145801	13		3	4				2	
SORBI_3007G145901	SORBI_3007G145901	1								
SORBI_3007G146100	SORBI_3007G146100	6	17	19	17	10	8	17	30	7
SORBI_3007G146200	SORBI_3007G146200		12	10	9	2	25	27	5	1
SORBI_3007G146300	SORBI_3007G146300						47			
SORBI_3007G146400	SORBI_3007G146400	24	49	39	37	35	14	43	53	20
SORBI_3007G146500	SORBI_3007G146500									2
SORBI_3007G146600	SORBI_3007G146600	9	58	60	52	55	110	45	68	29
SORBI_3007G146700	SORBI_3007G146700	51	43	82	25	47	45	15		10
SORBI_3007G146800	SORBI_3007G146800			1						
SORBI_3007G146900	SORBI_3007G146900	14	26	33	35	25	22	27	24	22
SORBI_3007G147000	SORBI_3007G147000		1							
SORBI_3007G147200	SORBI_3007G147200		62	8	53	6	2	110	26	2
SORBI_3007G147300	SORBI_3007G147300					30			2	49
SORBI_3007G147400	SORBI_3007G147400	4	4	8	8	4	13	6	8	2
SORBI_3007G147600	SORBI_3007G147600	1	2	2	6	9		2	16	5
SORBI_3007G147700	SORBI_3007G147700		2		7	1			3	
SORBI_3007G147800	SORBI_3007G147800	5	1		2					
SORBI_3007G147901	SORBI_3007G147901	2	4	3	3			2	1	
SORBI_3007G148000	SORBI_3007G148000	1								
SORBI_3007G148100	SORBI_3007G148100		1							
SORBI_3007G148200	SORBI_3007G148200	79	42	37	17	6	17	84	1	12
SORBI_3007G148233	SORBI_3007G148233						71			
SORBI_3007G148266	SORBI_3007G148266		4		3		3	2	1	5
SORBI_3007G148300	SORBI_3007G148300	2	23	23	12	2		8	6	8
SORBI_3007G148400	SORBI_3007G148400	6	21	28	31	21	51	28	25	18
SORBI_3007G148600	SORBI_3007G148600					1	78			
SORBI_3007G148700	SORBI_3007G148700	1	7	4	7	2	3	6	5	1
SORBI_3007G148800	SORBI_3007G148800	7	85	44	76	47	17	97	49	27
SORBI_3007G149000	SORBI_3007G149000				2					
SORBI_3007G149200	SORBI_3007G149200		4		3			5	3	
SORBI_3007G149300	SORBI_3007G149300				4		6	3		
SORBI_3007G149400	SORBI_3007G149400	1		4						
SORBI_3007G149550	SORBI_3007G149550	1	4	3	3	2	2	3	4	1
SORBI_3007G149600	SORBI_3007G149600	1	442	81	342	33	7	427	133	6
SORBI_3007G149800	SORBI_3007G149800			3						
SORBI_3007G149900	SORBI_3007G149900	1	2	13	4					
SORBI_3007G149950	SORBI_3007G149950		3	3	1	1	6	4	2	
SORBI_3007G150000	SORBI_3007G150000	3	60	60	63	20	78	67	54	17
SORBI_3007G150100	SORBI_3007G150100	91	30	27	23	14	8	28	17	14
SORBI_3007G150200	SORBI_3007G150200	19	13	19	6	10	20	8	4	14
SORBI_3007G150500	SORBI_3007G150500					3				3
SORBI_3007G150700	SORBI_3007G150700		6	4	6	18	6	4	13	17
SORBI_3007G150800	SORBI_3007G150800	8	143	40	113	23	12	55	45	11
SORBI_3007G151100	SORBI_3007G151100	12	27	51	71	16	59	31	2	13
SORBI_3007G151200	SORBI_3007G151200								1	
SORBI_3007G151300	SORBI_3007G151300	1								
SORBI_3007G151400	SORBI_3007G151400	23	84	24	41	8	2	53	12	13
SORBI_3007G151500	SORBI_3007G151500	1	17	21	12	6	79	24	18	7
SORBI_3007G151800	SORBI_3007G151800								3	
SORBI_3007G151900	SORBI_3007G151900	10	1	4	2			1		
SORBI_3007G152101	SORBI_3007G152101	11	7	5	12	7	10	19	14	10
SORBI_3007G152300	SORBI_3007G152300		7	2	2			13	3	
SORBI_3007G152400	SORBI_3007G152400	82	156	142	235	133	99	202	176	103
SORBI_3007G152500	SORBI_3007G152500				19	30				37
SORBI_3007G152600	SORBI_3007G152600	40		3	8	9		5	3	19
SORBI_3007G152701	SORBI_3007G152701						3			
SORBI_3007G152800	SORBI_3007G152800	114	48	108	14	2	9	28	150	20
SORBI_3007G152900	SORBI_3007G152900		5	2	12			5	7	
SORBI_3007G153001	SORBI_3007G153001		26	39	3				2	
SORBI_3007G153100	SORBI_3007G153100		5							
SORBI_3007G153300	SORBI_3007G153300		12	2				7	5	
SORBI_3007G153400	SORBI_3007G153400		24	4	4		12	12		
SORBI_3007G153500	SORBI_3007G153500	15	39	48	50	42	96	57	35	23
SORBI_3007G153600	SORBI_3007G153600		4			2			155	19
SORBI_3007G153700	SORBI_3007G153700	7	48	31	47	18	14	71	32	29
SORBI_3007G153900	SORBI_3007G153900	651	11	6	2	1			3	4
SORBI_3007G154100	SORBI_3007G154100								4	
SORBI_3007G154200	SORBI_3007G154200		24	2						
SORBI_3007G154300	SORBI_3007G154300		1	16						
SORBI_3007G154350	SORBI_3007G154350	2	9	15	12	3	12	10	5	
SORBI_3007G154400	SORBI_3007G154400						57			
SORBI_3007G154500	SORBI_3007G154500		14	3	10		3	12	6	
SORBI_3007G154600	SORBI_3007G154600				1	1		1		
SORBI_3007G154701	SORBI_3007G154701	19	19	9	12	1	3	19	3	12
SORBI_3007G154800	SORBI_3007G154800	2	12	40	4					
SORBI_3007G155000	SORBI_3007G155000	3	1	1	4					
SORBI_3007G155300	SORBI_3007G155300	4	2	1						
SORBI_3007G155400	SORBI_3007G155400		39	15	15	9	2	36	24	19
SORBI_3007G155500	SORBI_3007G155500	2	6	7	7	2	5	6	8	1
SORBI_3007G155600	SORBI_3007G155600	7	4	8	6	1	6	3	3	
SORBI_3007G155700	SORBI_3007G155700	4	5	11	15	5	7	6	16	8
SORBI_3007G155900	SORBI_3007G155900	3	11	15	24	11	9	26	11	52
SORBI_3007G155950	SORBI_3007G155950		2	6	5	2	5	3	5	4
SORBI_3007G156101	SORBI_3007G156101	2	13	2	3			10	2	2
SORBI_3007G156200	SORBI_3007G156200	11	21	19	16	8	47	16	16	6
SORBI_3007G156300	SORBI_3007G156300	2	8	4		149		2	11	584
SORBI_3007G156400	SORBI_3007G156400					3				10
SORBI_3007G156500	SORBI_3007G156500		4	1						
SORBI_3007G156600	SORBI_3007G156600		3		1	11				14
SORBI_3007G156700	SORBI_3007G156700				7					
SORBI_3007G156800	SORBI_3007G156800		3							
SORBI_3007G157000	SORBI_3007G157000	13	26	34	29	22	12	29	30	10
SORBI_3007G157100	SORBI_3007G157100	5			1	1				2
SORBI_3007G157200	SORBI_3007G157200		2				2	1	1	
SORBI_3007G157300	SORBI_3007G157300	110	7	17	30	8	10	21	12	16
SORBI_3007G157400	SORBI_3007G157400		5	2	5			3		2
SORBI_3007G157500	SORBI_3007G157500	18	40	33	39	6	123	58	27	4
SORBI_3007G157800	SORBI_3007G157800	1						2		
SORBI_3007G157900	SORBI_3007G157900	8	15	20	13	5	10	13	5	4
SORBI_3007G158000	SORBI_3007G158000		47	2		7				
SORBI_3007G158100	SORBI_3007G158100	14	45	18	8	3		14	3	4
SORBI_3007G158200	SORBI_3007G158200	4				2		7	13	1
SORBI_3007G158300	SORBI_3007G158300	30	28	21	33	9	11	34	25	10
SORBI_3007G158400	SORBI_3007G158400		13	1				3		
SORBI_3007G158500	SORBI_3007G158500	1								
SORBI_3007G158600	SORBI_3007G158600		3	4						
SORBI_3007G158700	SORBI_3007G158700		2	18						
SORBI_3007G158900	SORBI_3007G158900	4	18	24	18	10	55	25	24	14
SORBI_3007G159000	SORBI_3007G159000	5	4	3	3	1	4	4	5	1
SORBI_3007G159200	SORBI_3007G159200	25	82	73	91	21	44	99	57	18
SORBI_3007G159450	SORBI_3007G159450	4	43	26	3	3				3
SORBI_3007G159500	SORBI_3007G159500	23	19	18	12	16	22	23	15	16
SORBI_3007G159600	SORBI_3007G159600	4	15	22	2	2		3		2
SORBI_3007G159650	SORBI_3007G159650	5	18	14		3	1	7	1	2
SORBI_3007G159700	SORBI_3007G159700	148	279	395	403	163	586	305	364	139
SORBI_3007G159800	SORBI_3007G159800	4	3							
SORBI_3007G159900	SORBI_3007G159900	37	58	56	54	34	27	67	48	33
SORBI_3007G160050	SORBI_3007G160050						3			
SORBI_3007G160200	SORBI_3007G160200	258	58	18	192	46	42	229	60	55
SORBI_3007G160300	SORBI_3007G160300		42	8	22	2	2	20	16	2
SORBI_3007G160400	SORBI_3007G160400		4					2	10	
SORBI_3007G160501	SORBI_3007G160501						5			
SORBI_3007G160600	SORBI_3007G160600	25	41	30	42	28	23	47	25	27
SORBI_3007G160700	SORBI_3007G160700	169	3	5	7	1		30		3
SORBI_3007G161000	SORBI_3007G161000	67	155	150	120	50	55	177	156	65
SORBI_3007G161100	SORBI_3007G161100			2			158	1		
SORBI_3007G161200	SORBI_3007G161200	140	305	326	259	91	440	236	270	56
SORBI_3007G161300	SORBI_3007G161300	8	6	11	13	6	9	9	14	5
SORBI_3007G161400	SORBI_3007G161400	16	33	27	30	7	17	29	25	3
SORBI_3007G161500	SORBI_3007G161500	278	6	9	22	3	8	46		11
SORBI_3007G161600	SORBI_3007G161600	4	37	29	46	7	11	74	24	2
SORBI_3007G161700	SORBI_3007G161700	20	92	52	92	57	100	105	56	48
SORBI_3007G161800	SORBI_3007G161800	16	21	23	27	12	7	14	24	6
SORBI_3007G162000	SORBI_3007G162000	5	47	5	25	3		31	17	
SORBI_3007G162100	SORBI_3007G162100	16	29	38	26	11	47	26	24	8
SORBI_3007G162200	SORBI_3007G162200		109	215	1			2		
SORBI_3007G162250	SORBI_3007G162250	34	18	31	30	16	59	12	22	17
SORBI_3007G162300	SORBI_3007G162300	119	48	60	57	44	96	40	53	32
SORBI_3007G162400	SORBI_3007G162400	3	60	5	53	14		110	67	8
SORBI_3007G162500	SORBI_3007G162500	2	16	7	12	13	13	13	23	14
SORBI_3007G162600	SORBI_3007G162600	34	14	15	22	17	5	15	10	14
SORBI_3007G162700	SORBI_3007G162700					14			143	30
SORBI_3007G162800	SORBI_3007G162800	16	72	58	64	16	37	53	72	20
SORBI_3007G162901	SORBI_3007G162901				3	14	3		1	12
SORBI_3007G163001	SORBI_3007G163001	4	5	6	8	3	4	6	6	2
SORBI_3007G163100	SORBI_3007G163100	24	49	45	26	29	29	43	24	27
SORBI_3007G163400	SORBI_3007G163400		26	7	5	2	2	15	4	
SORBI_3007G163600	SORBI_3007G163600	9	19	19	16	7	11	20	21	9
SORBI_3007G163700	SORBI_3007G163700	38	141	97	153	48	34	152	108	67
SORBI_3007G163800	SORBI_3007G163800	8	56	17	13	4	4	29	3	3
SORBI_3007G163901	SORBI_3007G163901	2								
SORBI_3007G164000	SORBI_3007G164000	51	32	45	30	16	57	44	51	23
SORBI_3007G164101	SORBI_3007G164101		4	3	6	2		13		
SORBI_3007G164200	SORBI_3007G164200	16	77	59	70	34	43	90	37	17
SORBI_3007G164300	SORBI_3007G164300	9	102	42	80	18	85	119	56	11
SORBI_3007G164400	SORBI_3007G164400	1	2	2	2			3		
SORBI_3007G164750	SORBI_3007G164750	69	4809	440				38		
SORBI_3007G165000	SORBI_3007G165000				4		2	3		
SORBI_3007G165100	SORBI_3007G165100		2	2	2		9	2	2	
SORBI_3007G165200	SORBI_3007G165200						1	1		
SORBI_3007G165300	SORBI_3007G165300	18	47	56	62	23	33	40	22	18
SORBI_3007G165400	SORBI_3007G165400		29							
SORBI_3007G165500	SORBI_3007G165500	26	1	13	26	3	19	70	1	6
SORBI_3007G165600	SORBI_3007G165600	55	124	162	87	71	69	92	170	32
SORBI_3007G165701	SORBI_3007G165701	12	7	7	12	2	6	15		22
SORBI_3007G165800	SORBI_3007G165800	3	1180	215	208	30	16	866	74	22
SORBI_3007G165900	SORBI_3007G165900	10	19	21	24	9	15	23	14	7
SORBI_3007G166100	SORBI_3007G166100	69	101	88	62	64	60	92	45	54
SORBI_3007G166200	SORBI_3007G166200	31	5	20	14	5	2	7	3	5
SORBI_3007G166300	SORBI_3007G166300	674	12	80	56	15	12	40	7	12
SORBI_3007G166400	SORBI_3007G166400	14	26	28	40	19	15	29	30	13
SORBI_3007G166500	SORBI_3007G166500		1				255			
SORBI_3007G166600	SORBI_3007G166600	67	146	171	192	75	54	144	187	64
SORBI_3007G166701	SORBI_3007G166701		4					2	1	
SORBI_3007G166800	SORBI_3007G166800	2	75	39	38	11	3	50	25	12
SORBI_3007G166900	SORBI_3007G166900	4	112	27	8	2	5	3	17	
SORBI_3007G167000	SORBI_3007G167000		2	166			5738	58	1	
SORBI_3007G167100	SORBI_3007G167100	22	14	18	13	5	10	21	21	11
SORBI_3007G167200	SORBI_3007G167200	11	6	19	18	4			15	5
SORBI_3007G167300	SORBI_3007G167300		2	6	3	3	4	2	1	5
SORBI_3007G167400	SORBI_3007G167400		1	3	26	2	38			2
SORBI_3007G167500	SORBI_3007G167500	12	15	21	13	11	14	14	12	10
SORBI_3007G167700	SORBI_3007G167700	6	10	10	18	5	10	11	6	8
SORBI_3007G167800	SORBI_3007G167800	6	68	61	71	70	63	60	105	38
SORBI_3007G167900	SORBI_3007G167900	25	57	46	44	26	48	57	36	14
SORBI_3007G167950	SORBI_3007G167950						1			
SORBI_3007G168000	SORBI_3007G168000	12		2	2				4	
SORBI_3007G168100	SORBI_3007G168100			2	2	1			29	4
SORBI_3007G168200	SORBI_3007G168200	62	109	122	77	31	26	105	79	48
SORBI_3007G168300	SORBI_3007G168300	21	85	93	75	38	36	95	60	31
SORBI_3007G168400	SORBI_3007G168400	6	103	50	95	6	12	132	24	29
SORBI_3007G168500	SORBI_3007G168500	50	68	69	82	23	24	76	30	60
SORBI_3007G168600	SORBI_3007G168600	49	82	108	75	33	64	83	55	38
SORBI_3007G168700	SORBI_3007G168700						1			
SORBI_3007G168900	SORBI_3007G168900		59	15	36	2	6	55	30	
SORBI_3007G169000	SORBI_3007G169000	1	25	7	6	2	1	32	3	9
SORBI_3007G169100	SORBI_3007G169100	157	9	22	19	5	14	7	2	5
SORBI_3007G169200	SORBI_3007G169200	21	15	22	28	18	11	28	16	25
SORBI_3007G169300	SORBI_3007G169300	42	6	33	8	2	5	5	2	7
SORBI_3007G169500	SORBI_3007G169500				3	4			1	2
SORBI_3007G169600	SORBI_3007G169600						1			
SORBI_3007G169700	SORBI_3007G169700	4	10	18	15	4	22	17	9	3
SORBI_3007G169900	SORBI_3007G169900							7		
SORBI_3007G170100	SORBI_3007G170100		372	139	45	3	6	332	5	
SORBI_3007G170400	SORBI_3007G170400	10		6		4				25
SORBI_3007G170500	SORBI_3007G170500	11		22		16	1			10
SORBI_3007G170700	SORBI_3007G170700	5	7	7	2	5	3	6	2	2
SORBI_3007G170800	SORBI_3007G170800	123								
SORBI_3007G170900	SORBI_3007G170900	38	151	66	126	26	15	130	69	21
SORBI_3007G171000	SORBI_3007G171000	46	32	51	76	37	218	64	4	51
SORBI_3007G171100	SORBI_3007G171100	16	42	41	43	16	17	40	44	11
SORBI_3007G171200	SORBI_3007G171200	5	25	36	57	28	24	24	56	11
SORBI_3007G171300	SORBI_3007G171300		1			1		3		1
SORBI_3007G171400	SORBI_3007G171400	115	45	55	77	47	81	76	28	31
SORBI_3007G171500	SORBI_3007G171500	57	98	105	127	40	334	112	103	24
SORBI_3007G171600	SORBI_3007G171600	24	2	1						
SORBI_3007G171700	SORBI_3007G171700						1			
SORBI_3007G171800	SORBI_3007G171800	114	75	69	81	18	3	70	34	24
SORBI_3007G171950	SORBI_3007G171950	35	26	38	23	15	25	27	28	17
SORBI_3007G172100	SORBI_3007G172100	3	112	160	121	610	1	11	29	624
SORBI_3007G172200	SORBI_3007G172200	14	21	30	21	13	39	22	25	10
SORBI_3007G172300	SORBI_3007G172300	62	236	181	252	60	297	203	182	57
SORBI_3007G172400	SORBI_3007G172400	10	15	22	14	16	13	15	16	15
SORBI_3007G172500	SORBI_3007G172500	1	16	17	11	9	6	4	3	3
SORBI_3007G172600	SORBI_3007G172600	7	17	21	27	12	10	15	14	12
SORBI_3007G172700	SORBI_3007G172700	17	42	41	35	16	133	36	33	11
SORBI_3007G172800	SORBI_3007G172800				6	2		1	3	12
SORBI_3007G172900	SORBI_3007G172900		1	1	4	2	5	2	4	
SORBI_3007G173000	SORBI_3007G173000	24	259	180	243	55	153	270	164	23
SORBI_3007G173200	SORBI_3007G173200	24	7	3	1	9		1	13	11
SORBI_3007G173300	SORBI_3007G173300	1	2	10	161	27	5	61	37	9
SORBI_3007G173400	SORBI_3007G173400						1			
SORBI_3007G173500	SORBI_3007G173500	6	19	21	19	11	16	23	17	9
SORBI_3007G173700	SORBI_3007G173700	21	74	58	85	41	95	63	56	25
SORBI_3007G173800	SORBI_3007G173800	261	11	26	15	6	21	23	27	7
SORBI_3007G173901	SORBI_3007G173901	8	4	4	11	3	5	14	9	3
SORBI_3007G174000	SORBI_3007G174000	7	3	2	6	3	1	12	8	1
